
fqdn_4914,0,0,1,2,1,1,1
fqdn_15521,0,0,0,2,0,1,0
fqdn_6259,0,0,1,1,0,1,0
fqdn_14491,1,1,4,6,3,3,0
fqdn_14581,0,1,1,3,1,2,0
fqdn_14484,0,1,0,1,1,1,0
fqdn_3786,4,8,10,15,9,13,0
fqdn_256,1,1,2,5,3,7,1
fqdn_11353,2,3,1,2,1,1,1
fqdn_8748,0,0,1,3,1,3,1
fqdn_13338,5,9,2,3,1,2,1
fqdn_8443,0,0,0,1,0,0,1
fqdn_12803,0,1,0,0,0,1,1
fqdn_11662,0,0,1,2,1,1,0
fqdn_14166,1,1,1,2,5,7,0
fqdn_12141,2,3,13,20,14,20,1
fqdn_13521,9,19,20,20,20,20,1
fqdn_12809,0,2,0,1,0,1,0
fqdn_4535,3,12,7,12,3,5,0
fqdn_6461,0,0,0,0,0,1,0
fqdn_11057,0,0,0,1,0,1,0
fqdn_16171,0,0,0,0,0,1,1
fqdn_17092,0,0,1,1,1,1,0
fqdn_13652,0,3,0,0,0,0,0
fqdn_15188,4,4,7,8,6,6,0
fqdn_7882,4,4,10,11,7,8,0
fqdn_8194,2,5,3,8,18,20,0
fqdn_14250,0,0,0,0,0,0,0
fqdn_7318,3,6,0,0,0,0,0
fqdn_14950,0,0,0,0,0,0,0
fqdn_8555,6,15,6,16,14,20,0
fqdn_13502,0,0,0,0,2,3,0
fqdn_9406,5,20,0,0,0,0,1
fqdn_6244,0,1,5,6,2,4,0
fqdn_15701,0,1,0,1,1,2,0
fqdn_14710,1,1,1,1,1,2,0
fqdn_11818,0,1,1,1,0,1,0
fqdn_2781,8,19,20,20,20,20,1
fqdn_8536,1,3,3,5,2,4,1
fqdn_16823,0,0,0,0,0,0,1
fqdn_8815,10,20,1,2,2,4,1
fqdn_15143,1,3,4,12,3,8,0
fqdn_3316,3,4,7,8,5,7,0
fqdn_15738,0,0,0,0,2,2,0
fqdn_10297,4,7,0,0,1,1,0
fqdn_2061,5,12,3,7,4,7,1
fqdn_3735,2,8,2,5,3,5,0
fqdn_2823,4,20,14,20,4,20,1
fqdn_3666,0,0,0,0,6,9,1
fqdn_14231,6,13,4,7,3,5,1
fqdn_1599,0,0,0,0,0,2,1
fqdn_11229,5,13,3,5,3,6,0
fqdn_14874,3,6,2,2,2,3,0
fqdn_2849,0,0,1,2,1,2,0
fqdn_5829,3,4,1,2,1,2,0
fqdn_2897,4,11,2,4,2,4,0
fqdn_3721,3,6,2,3,1,2,0
fqdn_5053,5,20,15,20,20,20,0
fqdn_7228,0,0,0,0,1,1,1
fqdn_12841,2,2,3,4,3,4,0
fqdn_13531,0,0,0,1,1,1,1
fqdn_3617,0,0,1,3,1,1,0
fqdn_9659,0,0,0,0,3,7,1
fqdn_5802,0,0,1,2,1,2,1
fqdn_6055,0,0,1,1,2,3,0
fqdn_3479,0,0,1,2,1,2,0
fqdn_16144,0,0,1,2,1,2,0
fqdn_5328,0,0,0,0,0,0,1
fqdn_3892,12,15,20,20,20,20,1
fqdn_332,5,20,12,20,16,20,1
fqdn_1444,0,0,0,1,0,1,0
fqdn_9745,0,1,1,1,1,1,1
fqdn_5672,3,5,1,2,1,2,0
fqdn_4170,0,2,0,0,0,0,0
fqdn_3291,0,0,0,0,0,1,0
fqdn_13070,0,0,2,3,0,0,1
fqdn_16620,0,0,0,1,0,1,1
fqdn_13327,4,11,2,5,3,5,0
fqdn_2140,0,1,2,4,1,2,1
fqdn_9782,0,0,0,1,0,0,0
fqdn_15502,4,12,1,2,2,4,1
fqdn_888,0,0,0,1,1,1,0
fqdn_9239,5,11,4,6,3,5,0
fqdn_12560,0,0,1,1,2,2,0
fqdn_1492,4,11,2,5,2,4,0
fqdn_853,0,0,2,3,0,0,0
fqdn_2125,1,2,2,4,4,7,1
fqdn_6911,1,1,3,5,5,7,1
fqdn_15147,1,1,1,2,1,2,0
fqdn_13185,3,9,5,14,2,4,1
fqdn_17391,0,0,0,1,0,0,0
fqdn_1418,1,1,5,7,6,8,0
fqdn_13009,0,0,0,0,0,0,1
fqdn_12582,0,0,0,0,0,0,1
fqdn_9644,8,20,0,1,0,0,0
fqdn_41,2,3,2,3,1,2,0
fqdn_16237,1,1,1,2,2,2,0
fqdn_15202,0,0,1,2,2,2,0
fqdn_10224,2,7,2,6,1,3,0
fqdn_3820,0,1,1,2,2,2,0
fqdn_17302,0,0,0,0,0,0,0
fqdn_6894,0,0,1,2,1,1,1
fqdn_1417,16,20,19,20,20,20,0
fqdn_5965,0,0,0,1,0,1,1
fqdn_9956,1,2,5,8,3,4,0
fqdn_11069,4,9,0,1,2,3,0
fqdn_16100,5,8,0,0,0,0,1
fqdn_13682,0,2,0,4,0,0,0
fqdn_6344,1,3,1,4,0,1,0
fqdn_15172,1,2,5,10,7,9,0
fqdn_11744,0,0,1,1,1,1,1
fqdn_9749,2,6,2,2,0,0,0
fqdn_13851,2,3,4,5,6,10,0
fqdn_11280,0,0,0,1,0,1,0
fqdn_10698,1,2,5,8,5,9,0
fqdn_2508,0,1,2,4,0,1,0
fqdn_9411,1,3,2,4,1,2,1
fqdn_10413,2,3,2,3,1,1,1
fqdn_1252,10,20,0,0,1,2,0
fqdn_3367,7,15,6,8,14,19,0
fqdn_14280,0,0,0,0,1,1,1
fqdn_7975,1,3,3,4,2,3,1
fqdn_14925,0,0,2,5,2,4,1
fqdn_1179,9,20,2,2,1,1,0
fqdn_1586,2,4,3,6,2,3,0
fqdn_3119,4,4,20,20,15,20,0
fqdn_15953,3,19,0,0,1,1,1
fqdn_10223,0,1,1,2,2,3,0
fqdn_12128,0,0,0,0,0,0,0
fqdn_14136,2,5,3,6,2,5,0
fqdn_5287,0,1,0,0,1,2,1
fqdn_7123,0,0,1,1,1,1,0
fqdn_13698,0,0,0,0,0,0,0
fqdn_15575,2,3,6,8,3,4,1
fqdn_2509,6,20,3,6,2,4,1
fqdn_6624,0,1,1,2,1,2,0
fqdn_11001,2,5,9,20,11,20,0
fqdn_14046,20,20,20,20,20,20,1
fqdn_4165,3,8,6,15,5,15,0
fqdn_13541,1,4,2,5,2,5,0
fqdn_7776,0,1,20,20,20,20,0
fqdn_2048,0,5,1,16,0,20,1
fqdn_943,1,4,3,6,2,5,0
fqdn_2586,0,0,1,1,1,1,1
fqdn_16198,1,4,2,4,2,4,0
fqdn_1922,8,20,4,6,3,4,0
fqdn_856,0,1,1,2,1,2,0
fqdn_11596,3,20,3,5,0,0,1
fqdn_13117,7,17,0,0,0,0,1
fqdn_1700,1,4,3,6,2,5,0
fqdn_1903,0,0,0,0,0,1,1
fqdn_6292,0,0,3,4,1,1,0
fqdn_4680,0,0,3,3,1,1,0
fqdn_10217,9,20,17,20,7,15,1
fqdn_8430,0,0,0,0,0,1,1
fqdn_7658,1,2,1,2,2,3,0
fqdn_5794,0,0,1,2,0,0,0
fqdn_13538,14,18,20,20,20,20,0
fqdn_9111,2,6,6,13,5,11,1
fqdn_16871,0,0,0,0,3,4,0
fqdn_13757,0,0,1,4,0,0,0
fqdn_6862,0,0,2,3,2,3,1
fqdn_2010,0,1,0,1,2,2,1
fqdn_11109,1,14,0,15,0,20,1
fqdn_1503,1,1,2,3,3,5,0
fqdn_5498,0,1,0,0,0,0,0
fqdn_13966,3,5,9,15,12,18,0
fqdn_16162,0,0,0,1,1,1,0
fqdn_17466,11,19,20,20,8,13,0
fqdn_10334,4,4,9,10,7,7,0
fqdn_6271,0,0,0,1,0,0,0
fqdn_3862,0,1,2,3,2,2,0
fqdn_13465,0,0,1,1,0,1,0
fqdn_8534,0,0,0,0,1,2,0
fqdn_5740,3,7,2,5,4,8,1
fqdn_2356,0,0,1,5,1,2,0
fqdn_9262,0,0,1,1,2,2,1
fqdn_9756,0,0,0,1,0,0,0
fqdn_6779,2,2,1,2,0,0,0
fqdn_16820,0,0,0,0,3,7,1
fqdn_16448,7,15,5,12,5,9,1
fqdn_8074,0,0,1,1,2,5,1
fqdn_14507,3,5,7,14,7,12,0
fqdn_7893,0,0,1,3,2,7,0
fqdn_15702,2,3,3,4,2,3,0
fqdn_4148,2,14,2,5,4,9,0
fqdn_16276,0,0,0,0,0,1,1
fqdn_15670,1,2,2,3,5,9,1
fqdn_13454,1,1,2,2,0,0,0
fqdn_14107,1,4,0,1,0,0,0
fqdn_16953,0,0,0,1,1,2,0
fqdn_3833,0,0,0,0,0,0,0
fqdn_9816,0,0,0,1,0,0,0
fqdn_12791,1,3,3,4,2,4,0
fqdn_12938,0,0,0,0,0,1,1
fqdn_13178,0,0,1,2,1,2,1
fqdn_13203,1,3,2,3,2,2,1
fqdn_12090,5,7,4,8,19,20,1
fqdn_16598,1,4,2,3,1,2,0
fqdn_3157,4,8,2,5,2,3,0
fqdn_1098,1,2,10,15,2,3,1
fqdn_7409,1,1,2,3,2,3,0
fqdn_3598,4,6,0,0,0,0,0
fqdn_10309,1,2,2,3,3,5,0
fqdn_3007,20,20,1,2,2,3,1
fqdn_12665,1,3,4,7,3,5,0
fqdn_14021,0,0,3,5,3,6,0
fqdn_3097,0,1,1,2,1,2,0
fqdn_1868,0,1,2,3,2,3,0
fqdn_10660,0,0,1,1,0,1,1
fqdn_7310,3,20,3,6,3,5,0
fqdn_46,3,4,6,10,5,8,0
fqdn_8337,0,0,1,2,0,0,0
fqdn_4824,3,4,0,0,0,3,0
fqdn_2827,1,3,4,12,8,16,1
fqdn_10325,9,12,13,18,11,14,0
fqdn_17351,0,1,0,0,0,0,0
fqdn_8909,8,20,12,20,9,20,1
fqdn_17010,0,2,0,0,3,7,0
fqdn_14270,0,0,1,1,1,2,0
fqdn_14285,0,0,1,2,1,2,0
fqdn_6527,5,8,0,0,0,0,0
fqdn_9713,0,0,1,2,1,1,0
fqdn_15039,0,1,2,3,1,2,0
fqdn_15538,9,16,9,12,1,1,0
fqdn_11523,1,3,5,8,3,7,1
fqdn_13742,0,2,1,3,1,3,0
fqdn_12830,0,0,1,1,1,1,0
fqdn_2760,0,0,1,2,0,1,0
fqdn_5427,0,1,1,2,1,2,0
fqdn_3236,0,0,1,1,2,3,1
fqdn_15689,0,0,0,0,0,0,0
fqdn_15819,0,1,2,3,0,1,0
fqdn_7781,1,3,2,5,2,5,0
fqdn_4596,1,14,0,16,0,20,1
fqdn_9827,0,0,0,0,2,2,0
fqdn_15448,12,16,11,16,9,10,0
fqdn_16123,10,20,1,2,1,2,1
fqdn_168,0,1,0,1,0,0,1
fqdn_12272,1,1,0,0,0,1,1
fqdn_2299,0,1,0,2,1,2,0
fqdn_3222,0,0,0,0,1,2,0
fqdn_2325,1,1,2,3,2,2,0
fqdn_6137,0,1,1,2,1,2,0
fqdn_12116,6,6,13,15,13,15,0
fqdn_3028,0,1,1,1,1,2,0
fqdn_8412,7,11,2,3,2,3,0
fqdn_12760,2,5,5,9,3,6,0
fqdn_5218,0,0,0,1,0,1,1
fqdn_12166,1,3,2,5,2,4,0
fqdn_1573,0,0,0,1,1,1,0
fqdn_7719,0,0,2,2,2,2,0
fqdn_5952,0,0,1,1,0,0,0
fqdn_15499,4,11,10,20,13,20,0
fqdn_14901,0,0,1,1,2,4,0
fqdn_8374,0,0,1,1,0,1,0
fqdn_16543,0,0,1,2,14,20,0
fqdn_5162,0,0,1,2,1,2,0
fqdn_7505,0,0,3,6,4,8,1
fqdn_7400,0,0,1,1,1,1,1
fqdn_12481,0,1,2,4,1,2,0
fqdn_2531,0,1,1,2,1,2,0
fqdn_5525,0,0,0,0,0,0,1
fqdn_684,13,20,20,20,20,20,1
fqdn_14879,0,0,1,1,0,0,0
fqdn_7414,3,3,7,7,5,5,0
fqdn_5497,1,2,2,3,1,2,0
fqdn_12143,0,1,0,0,0,0,1
fqdn_3674,0,1,1,2,1,1,0
fqdn_6740,3,5,2,3,3,4,0
fqdn_6648,1,3,2,4,2,5,0
fqdn_9543,0,1,1,1,1,1,0
fqdn_16267,0,0,0,1,0,0,0
fqdn_11031,0,1,0,0,0,0,0
fqdn_9762,0,0,0,1,0,0,0
fqdn_788,7,8,20,20,20,20,1
fqdn_12088,0,0,1,2,0,1,0
fqdn_11148,0,0,1,2,1,3,1
fqdn_8479,0,0,0,0,0,1,0
fqdn_611,5,7,1,2,1,1,1
fqdn_12500,1,3,2,5,2,3,0
fqdn_2695,1,5,2,12,2,4,0
fqdn_11295,0,1,0,1,0,1,1
fqdn_8794,0,0,2,5,1,2,0
fqdn_9617,0,0,1,2,3,6,0
fqdn_14142,0,0,0,1,1,2,0
fqdn_13740,0,0,0,1,0,1,0
fqdn_7374,0,0,20,20,1,1,0
fqdn_8635,0,1,0,1,1,1,1
fqdn_1221,2,5,4,7,6,10,1
fqdn_3204,0,0,1,1,0,0,0
fqdn_4416,9,20,0,0,0,0,0
fqdn_9732,4,8,0,0,0,0,0
fqdn_4978,3,8,8,18,3,5,0
fqdn_304,0,0,0,1,0,0,0
fqdn_14191,0,0,1,2,2,3,0
fqdn_8097,0,0,0,1,1,1,1
fqdn_141,0,0,0,1,2,4,0
fqdn_7122,0,0,1,1,1,2,0
fqdn_4065,4,4,12,13,14,15,0
fqdn_14864,1,3,4,7,3,6,1
fqdn_4366,0,0,0,1,1,1,1
fqdn_10241,1,2,3,5,4,5,0
fqdn_13495,4,9,5,10,0,0,1
fqdn_5658,0,1,0,0,0,0,0
fqdn_8710,0,0,0,0,0,0,1
fqdn_3532,6,6,11,11,8,8,0
fqdn_173,0,1,2,5,2,3,0
fqdn_1624,0,0,0,1,0,0,0
fqdn_6494,0,0,1,1,4,20,1
fqdn_15589,0,0,2,3,1,1,0
fqdn_7745,0,0,0,1,0,1,1
fqdn_8183,1,1,3,4,3,5,0
fqdn_2035,7,10,9,10,11,14,0
fqdn_6018,1,3,3,5,2,4,0
fqdn_6311,2,5,5,10,5,9,0
fqdn_15132,1,3,3,6,3,6,0
fqdn_8778,0,0,0,0,0,0,1
fqdn_0,0,2,2,4,2,4,0
fqdn_3481,0,0,1,1,1,1,1
fqdn_9054,0,0,0,0,0,1,0
fqdn_15329,0,0,1,2,1,2,0
fqdn_4876,2,4,8,16,7,9,0
fqdn_17268,4,14,14,20,18,20,1
fqdn_12903,0,0,0,1,1,2,1
fqdn_10697,0,0,1,1,1,2,1
fqdn_4618,0,0,0,0,0,1,1
fqdn_16998,0,0,0,1,0,1,1
fqdn_17222,2,6,5,11,9,18,1
fqdn_5753,1,1,0,0,0,1,1
fqdn_2034,0,0,1,2,1,1,0
fqdn_7590,0,0,1,1,0,1,1
fqdn_5628,0,0,0,1,1,1,1
fqdn_11189,0,0,1,1,1,2,1
fqdn_8236,1,3,2,4,1,3,0
fqdn_11144,20,20,20,20,16,18,0
fqdn_2528,0,1,1,1,1,2,0
fqdn_4825,0,0,0,0,0,0,0
fqdn_14731,0,0,0,1,0,0,0
fqdn_10333,0,0,0,0,0,1,0
fqdn_13160,5,9,0,1,0,0,0
fqdn_4332,0,0,0,0,1,3,0
fqdn_13870,8,20,20,20,20,20,0
fqdn_1208,1,3,2,4,2,5,0
fqdn_1513,0,1,1,2,1,2,0
fqdn_8042,1,2,2,3,2,3,0
fqdn_1165,0,0,0,0,0,1,0
fqdn_13580,1,1,3,4,6,6,0
fqdn_3419,20,20,20,20,20,20,0
fqdn_5253,0,0,0,1,0,0,0
fqdn_4296,2,5,5,17,7,20,0
fqdn_8216,1,2,4,8,3,6,0
fqdn_3480,5,19,3,15,3,17,0
fqdn_6067,5,6,16,19,20,20,1
fqdn_13848,6,12,20,20,20,20,0
fqdn_305,1,1,2,3,2,4,0
fqdn_3516,0,0,1,2,1,2,0
fqdn_15941,1,3,0,2,0,0,0
fqdn_13492,4,5,9,11,6,8,0
fqdn_11850,0,0,1,2,1,1,0
fqdn_9483,0,1,1,2,2,2,0
fqdn_8986,8,15,14,20,14,20,0
fqdn_15410,0,0,0,1,0,0,0
fqdn_1073,0,0,1,4,1,2,0
fqdn_16768,20,20,20,20,20,20,0
fqdn_13289,0,0,0,0,1,1,0
fqdn_10596,0,1,0,1,1,20,0
fqdn_1487,4,9,2,4,2,20,0
fqdn_8845,20,20,20,20,17,20,0
fqdn_1517,0,1,1,2,0,1,0
fqdn_14539,9,11,12,15,10,13,0
fqdn_17260,0,1,1,1,1,2,0
fqdn_10906,4,13,0,0,0,0,0
fqdn_9959,1,2,0,0,0,1,0
fqdn_6429,0,0,0,1,4,4,0
fqdn_12667,0,0,2,3,2,4,0
fqdn_6697,1,2,0,0,1,1,0
fqdn_5313,2,2,6,10,6,9,1
fqdn_11044,0,0,1,2,1,1,0
fqdn_4623,0,1,0,0,0,0,0
fqdn_16150,15,20,5,7,3,3,0
fqdn_2978,1,2,10,15,11,20,1
fqdn_279,1,2,2,3,2,5,0
fqdn_9064,1,3,3,6,4,7,0
fqdn_1203,0,0,1,2,0,1,0
fqdn_448,6,13,18,20,14,20,1
fqdn_760,1,2,2,4,4,4,0
fqdn_13613,0,0,1,2,2,2,0
fqdn_13569,1,2,5,13,14,20,0
fqdn_16701,1,2,4,5,1,2,1
fqdn_4487,1,1,0,0,0,0,1
fqdn_11875,0,0,1,1,1,1,1
fqdn_15935,0,0,1,1,5,7,1
fqdn_1227,0,1,1,2,1,1,0
fqdn_7555,0,0,0,0,1,2,0
fqdn_11038,4,13,12,20,18,20,0
fqdn_15957,1,4,3,9,0,0,0
fqdn_9966,0,0,1,2,4,5,0
fqdn_9034,2,3,4,6,2,5,0
fqdn_7408,6,11,14,20,18,20,0
fqdn_16344,1,2,15,20,6,11,0
fqdn_13886,1,2,3,5,6,9,1
fqdn_9433,1,3,3,6,4,8,0
fqdn_7191,1,3,2,5,3,5,0
fqdn_1895,1,1,1,1,1,1,1
fqdn_10540,8,13,0,1,0,0,0
fqdn_12330,4,10,8,20,7,13,0
fqdn_13409,5,9,1,1,0,0,0
fqdn_7859,0,0,0,0,2,2,1
fqdn_2219,1,1,2,2,2,2,0
fqdn_15709,1,1,2,5,3,5,0
fqdn_14024,20,20,20,20,20,20,1
fqdn_17420,0,1,1,2,1,2,0
fqdn_10764,0,0,1,1,1,1,0
fqdn_11216,1,2,2,5,0,0,1
fqdn_1348,0,0,1,1,2,3,0
fqdn_17112,1,2,3,6,3,4,0
fqdn_2212,0,1,1,2,1,5,0
fqdn_74,20,20,0,0,0,0,1
fqdn_16606,0,5,0,15,0,20,1
fqdn_144,0,0,1,1,2,2,0
fqdn_812,0,0,1,2,1,2,1
fqdn_8191,0,1,2,3,15,20,0
fqdn_1383,0,0,1,2,1,2,0
fqdn_8818,1,1,2,3,2,5,0
fqdn_10064,7,13,1,1,0,0,0
fqdn_4095,8,20,1,3,1,3,0
fqdn_3771,1,7,1,5,1,6,1
fqdn_267,1,2,0,0,0,1,0
fqdn_5902,17,20,20,20,20,20,1
fqdn_10630,20,20,20,20,20,20,1
fqdn_14387,0,0,1,2,0,1,0
fqdn_8493,6,10,2,6,0,0,0
fqdn_1727,2,5,4,8,3,6,0
fqdn_1720,0,1,1,2,1,2,0
fqdn_12312,1,1,0,0,0,0,0
fqdn_12190,0,0,1,2,3,5,1
fqdn_12506,1,2,2,3,2,2,0
fqdn_4373,3,19,3,20,3,20,1
fqdn_17197,0,0,0,1,1,1,0
fqdn_5604,20,20,4,5,3,4,0
fqdn_13086,16,20,20,20,20,20,0
fqdn_9588,11,20,14,20,16,20,1
fqdn_8137,1,1,2,2,2,3,1
fqdn_3555,0,0,0,1,0,1,1
fqdn_17377,0,0,0,0,3,3,0
fqdn_2963,3,4,5,7,2,3,1
fqdn_12651,1,2,2,4,2,3,0
fqdn_8147,2,3,2,3,3,4,0
fqdn_4331,20,20,20,20,20,20,1
fqdn_15814,1,3,9,20,6,15,0
fqdn_11601,9,20,3,6,4,6,0
fqdn_8292,0,0,0,1,1,2,1
fqdn_10780,0,1,1,1,12,20,0
fqdn_361,0,1,1,2,1,3,0
fqdn_11571,1,3,2,4,3,7,0
fqdn_5741,1,2,2,3,2,4,0
fqdn_13182,6,15,1,2,2,3,0
fqdn_261,0,1,1,4,0,0,0
fqdn_14160,3,8,9,19,6,12,0
fqdn_15091,4,7,8,20,6,19,0
fqdn_4634,0,0,9,14,7,11,0
fqdn_15440,1,2,3,6,2,4,1
fqdn_15776,14,20,20,20,17,20,0
fqdn_2482,0,0,0,0,0,2,0
fqdn_11261,0,1,1,1,2,2,1
fqdn_13509,0,1,1,2,2,2,0
fqdn_13397,0,2,0,1,1,2,0
fqdn_6330,0,0,0,0,0,1,0
fqdn_4624,2,6,5,10,5,9,0
fqdn_6088,0,0,0,0,0,0,1
fqdn_956,0,0,1,1,1,1,1
fqdn_8323,1,4,3,5,2,4,0
fqdn_6749,0,0,0,0,0,1,1
fqdn_5793,3,8,0,0,0,0,0
fqdn_16290,0,0,1,2,1,2,0
fqdn_10549,11,14,18,20,20,20,0
fqdn_11221,1,1,2,2,2,5,1
fqdn_16936,0,0,1,2,1,2,1
fqdn_14784,1,3,3,6,3,7,0
fqdn_14646,0,0,0,1,1,1,1
fqdn_4959,1,1,0,0,0,0,0
fqdn_8258,1,3,3,5,3,5,0
fqdn_14206,3,4,4,6,3,4,0
fqdn_13930,0,0,2,4,9,16,0
fqdn_11896,1,1,7,14,1,2,0
fqdn_6053,0,0,1,2,1,3,0
fqdn_10318,6,15,10,20,9,20,0
fqdn_3090,4,4,14,15,20,20,0
fqdn_6860,1,3,1,3,1,2,0
fqdn_16297,5,6,20,20,20,20,0
fqdn_408,3,5,0,0,0,0,0
fqdn_16449,0,0,2,4,1,4,0
fqdn_2407,4,16,0,0,0,0,1
fqdn_5091,0,0,0,1,0,0,0
fqdn_7325,6,9,2,2,3,8,0
fqdn_2419,0,1,1,2,1,1,0
fqdn_3355,0,0,1,2,1,2,0
fqdn_2483,0,1,1,2,1,2,0
fqdn_4865,1,2,3,6,3,6,1
fqdn_10720,0,1,2,4,3,5,0
fqdn_2101,0,0,2,4,0,0,0
