14,67,42,12,2,5,0,1,1
15,59,20,22,2,2,0,0,1
98,21,49,31,5,5,0,1,1
38,65,24,5,5,5,0,1,1
15,58,57,28,4,2,0,0,1
94,27,30,15,5,5,4,1,1
95,48,26,22,4,2,5,0,1
58,36,17,5,5,5,2,1,1
103,28,37,28,4,8,4,0,1
41,73,24,22,4,2,6,0,1
3,90,42,27,5,5,5,1,1
15,6,20,29,4,2,2,0,1
101,89,4,28,4,2,4,0,1
104,74,9,24,5,5,5,1,1
70,59,48,5,5,5,4,0,1
51,34,10,12,5,5,6,1,1
15,44,57,22,4,2,5,0,1
1,88,27,31,5,5,2,0,1
25,12,48,26,5,5,4,1,1
18,36,40,19,4,2,5,0,1
54,52,37,28,4,8,4,0,1
45,53,7,23,5,5,2,1,1
14,19,42,4,5,5,4,1,1
15,59,20,22,4,2,5,0,1
16,52,57,28,4,8,4,0,1
34,11,28,18,5,5,5,1,1
59,84,24,5,5,5,2,0,1
90,18,7,15,5,5,4,1,1
15,44,26,22,4,2,2,0,1
35,15,49,15,5,5,5,1,1
78,81,36,27,5,5,4,1,1
37,59,24,22,5,5,4,0,1
26,52,39,28,4,8,6,0,1
8,62,62,7,5,5,6,1,1
7,17,49,15,5,5,5,0,1
12,36,48,31,5,5,2,1,1
95,59,20,22,3,2,4,0,1
70,44,24,30,5,5,4,0,1
105,74,11,27,5,5,5,1,1
82,87,42,24,5,5,2,1,1
87,89,4,28,6,2,3,0,1
67,58,57,28,4,2,4,0,1
69,53,30,27,5,5,5,1,1
106,11,42,3,5,5,0,1,1
98,36,27,31,5,5,5,1,1
55,54,49,5,5,5,4,1,1
102,52,37,22,4,15,2,0,1
47,67,42,24,5,9,6,1,1
86,59,48,5,5,5,4,0,1
4,76,33,20,5,5,2,1,1
24,12,24,5,5,5,5,0,1
33,89,57,28,4,2,2,0,1
51,53,7,12,5,5,4,1,1
39,65,48,31,5,5,4,0,1
17,81,36,15,5,5,5,1,1
74,29,43,18,5,5,5,1,1
99,61,39,28,4,8,4,0,1
112,36,17,5,5,5,2,0,1
5,18,7,33,5,5,5,1,1
103,44,20,22,4,2,6,0,1
62,52,26,19,4,2,1,0,1
36,76,55,25,5,5,2,1,1
92,56,59,17,5,5,4,1,1
22,75,44,28,4,8,4,0,1
14,2,10,27,5,5,5,1,1
95,59,26,22,4,8,5,0,1
15,44,40,5,5,5,1,0,1
94,40,30,15,5,5,4,1,1
48,61,4,28,4,8,5,0,1
49,15,36,31,5,5,2,1,1
52,68,37,28,4,2,5,0,1
35,22,43,27,5,5,4,1,1
41,84,48,5,5,5,6,0,1
15,44,24,22,4,8,2,0,1
37,65,48,5,5,5,4,0,1
25,36,46,31,5,5,5,1,1
12,80,49,6,5,5,2,1,1
97,71,39,28,4,8,4,0,1
10,32,42,12,5,5,2,1,1
104,77,43,12,5,5,5,1,1
66,89,57,28,4,8,2,0,1
70,59,24,5,5,5,4,0,1
105,81,7,27,5,5,5,1,1
27,12,17,31,5,5,5,0,1
7,54,49,15,5,5,6,1,1
88,61,60,28,4,2,2,0,1
32,88,48,31,5,5,5,1,1
45,74,9,27,5,5,2,1,1
98,15,10,15,5,5,5,1,1
112,36,24,5,5,5,4,0,1
11,36,27,31,5,5,2,1,1
34,3,2,24,5,5,4,1,1
111,52,26,22,4,8,6,0,1
75,36,46,31,5,5,4,1,1
51,2,7,12,5,5,5,1,1
85,84,24,5,5,5,2,0,1
93,67,43,24,5,5,4,1,1
80,52,37,22,4,8,5,0,1
70,84,27,31,5,5,4,1,1
82,18,10,16,5,5,2,1,1
95,65,40,13,5,5,5,0,1
106,11,2,1,5,5,6,1,1
84,10,20,2,5,5,4,0,1
33,69,60,21,4,2,2,0,1
15,59,20,5,5,5,5,0,1
92,37,36,15,5,5,4,1,1
25,36,17,31,5,5,2,1,1
20,58,37,22,4,8,4,0,1
44,65,48,5,5,5,4,0,1
5,74,7,27,5,5,5,1,1
16,59,24,22,5,5,4,0,1
12,54,49,15,5,5,2,1,1
62,89,39,28,4,8,2,0,1
69,18,30,12,5,5,4,1,1
31,93,27,31,5,5,2,1,1
48,46,60,28,4,2,4,0,1
30,81,9,15,5,5,2,1,1
87,52,57,22,4,8,6,0,1
10,53,43,27,5,5,5,1,1
79,88,17,31,5,5,4,1,1
53,21,59,31,5,5,4,1,1
103,84,20,5,5,5,2,0,1
28,59,40,22,5,5,5,1,1
105,53,10,27,5,5,2,1,1
95,36,48,31,5,5,5,1,1
18,65,24,0,5,5,4,1,1
70,58,37,22,4,8,2,0,1
7,12,49,31,5,5,6,1,1
56,15,36,15,5,5,4,1,1
38,36,17,31,5,5,5,1,1
40,52,57,22,4,8,4,0,1
35,81,7,15,5,5,2,1,1
37,46,60,28,4,2,5,0,1
104,18,30,27,5,5,4,1,1
78,54,49,15,5,5,5,1,1
15,59,20,5,5,5,2,0,1
92,15,36,0,5,5,4,1,1
25,36,17,31,5,5,2,1,1
20,58,37,22,4,8,4,0,1
44,65,48,5,5,5,4,0,1
5,74,7,27,5,5,5,1,1
16,59,24,22,5,5,4,0,1
12,54,49,15,5,5,2,1,1
62,89,39,28,4,8,2,0,1
45,56,27,15,5,5,2,1,1
68,40,9,27,5,5,4,1,1
95,12,48,31,5,5,5,1,1
18,73,40,5,5,5,4,1,1
70,28,39,0,4,10,2,0,1
7,36,49,0,5,5,6,1,1
56,56,59,0,5,5,4,1,1
38,12,24,0,5,5,5,1,1
40,96,37,0,4,10,4,0,1
35,31,7,0,5,5,2,1,1
37,61,32,0,4,12,5,0,1
104,53,30,0,5,5,4,1,1
78,21,27,0,5,5,5,1,1
15,44,26,0,5,5,2,0,1
92,31,59,0,5,5,4,1,1
25,12,24,0,5,5,2,1,1
20,28,39,0,4,10,4,0,1
44,73,17,0,5,5,4,0,1
5,27,7,0,5,5,5,1,1
16,44,20,0,5,5,0,0,1
61,2,10,0,5,5,2,1,1
51,81,59,0,5,5,4,1,1
70,65,40,0,5,5,2,1,1
8,62,42,18,5,5,5,1,1
95,36,17,31,5,5,4,1,1
66,58,57,22,4,10,2,0,1
106,67,7,12,5,5,5,1,1
72,15,49,15,5,5,4,1,1
15,59,20,5,5,5,5,0,1
76,88,46,31,5,5,4,1,1
65,76,43,3,5,5,2,1,1
84,84,24,31,5,5,2,1,1
18,44,57,22,4,10,4,1,1
3,53,30,27,5,5,2,1,1
1,12,48,31,5,5,4,1,1
35,27,30,27,5,5,5,1,1
95,65,40,5,5,5,2,1,1
7,21,49,15,5,5,4,1,1
61,40,36,27,5,5,5,1,1
78,36,17,31,5,5,2,1,1
59,23,9,9,8,11,5,1,1
17,47,43,1,8,11,2,1,1
7,85,20,14,2,3,4,0,1
83,63,51,32,1,11,6,1,1
113,50,46,34,8,7,5,1,1
17,94,9,8,2,11,2,0,1
59,86,46,1,2,6,0,1,1
7,45,4,13,7,13,0,0,1
113,72,33,10,1,11,0,1,1
83,20,43,9,8,11,0,1,1
17,33,46,13,8,1,0,1,1
24,78,4,21,2,14,0,0,1
59,79,9,14,1,1,0,1,1
36,41,43,16,8,1,0,1,1
4,64,42,9,1,16,0,1,1
83,14,51,32,1,1,0,1,1
78,70,49,11,8,4,0,0,1
23,13,7,8,1,16,0,1,1
7,25,20,2,2,14,0,0,1
95,43,14,21,7,14,0,0,1
51,4,36,1,8,1,0,1,1
71,83,17,11,2,4,0,0,1
15,78,37,2,2,14,0,0,1
32,79,48,13,2,4,0,0,1
107,33,30,14,8,16,0,1,1
46,35,42,9,1,16,0,1,1
64,25,24,13,2,14,0,0,1
37,51,45,21,7,14,0,0,1
7,36,49,5,5,5,0,1,1
68,95,43,15,5,5,0,1,1
15,44,20,22,4,2,0,0,1
78,81,9,12,5,5,0,1,1
24,52,4,28,4,2,0,0,1
59,65,48,31,5,5,0,1,1
4,11,42,24,5,5,0,1,1
26,89,4,22,4,8,1,0,1
13,7,49,15,5,5,1,1,1
70,92,48,5,5,5,1,0,1
105,2,7,27,5,5,1,1,1
12,31,46,31,5,5,1,1,1
15,58,37,28,4,2,1,0,1
17,67,10,12,5,5,1,1,1
87,52,39,5,4,8,1,0,1
110,36,46,31,5,5,1,0,1
37,89,60,28,4,2,1,0,1
92,15,59,15,5,5,1,1,1
15,59,20,22,4,2,1,0,1
60,56,49,31,5,5,1,1,1
94,27,30,15,5,5,1,1,1
95,44,26,22,4,2,1,0,1
58,36,17,5,5,5,1,1,1
103,28,37,28,4,8,1,0,1
41,73,24,22,4,2,1,0,1
3,90,42,27,8,5,1,1,1
15,6,20,22,2,2,1,0,1
101,89,4,28,1,2,1,0,1
104,74,9,24,8,5,1,1,1
70,59,48,5,1,5,1,0,1
51,2,10,12,1,5,1,1,1
15,44,57,22,8,2,1,0,1
1,88,27,31,1,5,1,0,1
25,12,48,5,2,5,0,1,1
18,36,40,22,7,2,0,0,1
54,52,37,28,8,8,0,0,1
45,53,7,27,2,5,0,1,1
14,67,42,12,2,5,0,1,1
15,59,20,22,2,2,0,0,1
98,21,49,31,5,5,0,1,1
38,65,24,5,5,5,0,1,1
15,58,0,28,4,2,0,0,1
94,27,0,15,5,5,4,1,1
95,48,0,22,4,2,5,0,1
58,36,0,5,5,5,2,1,1
103,28,0,28,4,8,4,0,1
41,73,0,22,4,2,6,0,1
3,90,0,27,5,5,5,1,1
15,6,0,29,4,2,2,0,1
101,89,0,28,4,2,4,0,1
104,74,0,24,5,5,5,1,1
70,59,0,5,5,5,4,0,1
51,34,0,12,5,5,6,1,1
15,44,0,22,4,2,5,0,1
1,88,0,0,5,5,2,0,1
25,12,0,5,5,0,4,1,1
18,36,0,22,4,2,5,0,1
54,52,0,28,4,8,4,0,1
45,53,0,27,5,5,2,1,1
14,19,0,4,5,5,4,1,1
15,59,0,22,4,2,5,0,1
98,21,0,0,0,0,0,0,1
16,52,0,28,4,8,4,0,1
61,95,2,27,5,5,5,1,1
70,5,8,5,5,5,4,1,1
3,26,15,12,5,5,2,1,1
35,74,34,27,5,5,5,1,1
15,8,63,5,5,5,5,0,1
84,59,16,22,4,10,2,0,1
66,96,60,28,4,10,2,0,1
76,49,0,31,5,5,4,1,1
51,82,41,15,5,5,4,0,1
102,66,39,0,5,5,2,1,1
106,30,0,12,5,5,5,0,1
95,84,24,31,5,5,4,1,1
72,56,27,15,5,5,2,1,1
18,6,58,22,4,10,4,0,1
65,55,22,3,5,5,2,1,1
95,92,18,5,5,5,2,1,1
1,91,52,31,5,5,0,1,1
7,42,61,15,5,5,4,1,1
61,27,35,27,5,5,5,1,1
78,12,6,31,5,5,1,1,1
61,95,2,27,5,5,5,1,1
70,0,8,5,5,5,4,1,1
3,26,15,12,5,5,2,1,1
35,74,34,27,0,5,5,1,1
15,8,63,5,5,5,5,0,1
84,59,16,22,4,10,2,0,1
66,96,60,28,4,10,2,0,1
76,49,53,31,5,5,4,1,1
51,82,41,15,5,5,4,1,1
102,66,39,5,5,5,2,1,1
106,30,56,12,5,5,5,1,1
95,84,24,31,5,5,4,1,1
72,56,27,15,5,5,2,1,1
18,6,58,22,4,10,4,1,1
65,38,22,3,5,5,2,1,1
95,92,18,5,5,5,2,1,1
1,91,52,31,5,5,4,1,1
7,42,61,15,5,5,4,1,1
61,27,35,27,5,5,5,1,1
78,12,6,31,5,5,2,1,1
58,36,1,31,5,5,2,1,1
98,7,3,15,5,5,5,1,1
68,53,31,27,5,5,4,1,1
60,31,49,15,5,5,4,1,1
69,40,47,27,5,5,2,1,1
52,96,39,22,0,10,4,0,1
12,42,19,15,5,5,2,1,1
14,1,25,12,5,5,2,1,1
72,27,12,15,0,5,4,1,1
15,84,38,31,5,5,2,0,1
18,24,60,22,4,10,5,1,1
45,74,9,27,5,5,4,1,1
35,57,50,27,5,5,5,1,1
94,27,54,15,5,5,2,1,1
29,39,5,31,5,5,4,1,1
61,40,64,27,5,5,5,1,1
34,90,7,24,5,5,2,1,1
87,60,57,5,5,5,5,1,1
43,18,50,12,5,5,2,1,1
66,52,4,22,4,10,2,0,1
57,88,24,31,5,5,4,1,1
70,84,5,31,5,5,4,0,1
25,7,54,15,5,5,5,1,1
92,27,30,27,5,5,4,1,1
112,49,24,31,5,5,2,1,1
49,95,10,12,5,5,4,1,1
108,54,46,15,5,5,5,1,1
100,12,48,5,4,10,2,1,1
73,11,42,3,5,5,5,1,1
104,53,9,27,5,5,4,1,1
105,57,29,15,5,5,2,1,1
96,44,57,5,4,10,4,0,1
31,7,23,15,5,5,5,1,1
95,36,48,31,5,5,2,1,1
50,67,10,24,5,5,4,1,1
86,65,20,5,5,5,4,1,1
89,40,9,27,5,5,5,1,1
40,59,20,5,4,10,2,1,1
10,26,34,12,5,5,2,1,1
51,74,36,27,5,5,4,1,1
61,53,49,27,5,5,5,1,1
70,7,17,15,5,5,2,1,1
12,15,29,15,5,5,4,1,1
30,18,30,12,5,0,5,1,1
98,88,46,31,5,0,2,1,1
35,53,7,27,5,0,4,1,1
45,2,13,12,5,5,5,1,1
109,81,27,15,5,5,2,1,1
77,76,42,18,5,5,4,1,1
63,56,46,31,5,5,5,1,1
94,40,9,27,5,5,2,1,1
81,15,17,15,5,0,4,1,1
82,18,36,12,5,5,2,1,1
69,27,49,15,5,5,5,1,1
11,36,48,31,5,5,4,1,1
112,12,24,31,5,0,2,1,1
1,88,24,31,5,5,4,0,1
8,16,10,3,5,5,5,1,1
5,26,36,12,5,5,2,1,1
9,54,46,15,5,5,4,1,1
68,9,0,27,5,5,0,1,1
6,27,49,27,5,5,2,1,1
42,54,48,31,5,5,4,1,1
51,74,49,27,5,0,5,1,1
78,81,59,15,5,5,2,1,1
59,12,40,5,5,5,6,0,1
25,56,17,31,5,5,2,1,1
4,55,43,24,5,5,4,1,1
106,2,9,12,0,5,5,1,1
33,65,20,5,5,5,5,0,1
2,53,30,27,5,5,2,1,1
15,36,48,31,5,5,4,1,1
14,26,36,12,5,5,5,1,1
108,54,17,31,5,5,2,1,1
52,0,26,5,5,5,2,0,1
66,44,37,22,5,5,4,0,1
20,65,20,5,5,5,5,0,1
57,12,24,31,5,5,2,1,1
0,56,17,31,5,5,4,1,1
56,81,59,15,5,5,5,1,1
34,67,7,0,5,5,2,1,1
44,88,48,31,5,5,4,1,1
70,12,24,31,5,5,2,0,1
61,53,49,27,5,5,5,1,1
91,27,27,15,5,5,2,1,1
12,54,17,31,5,0,4,1,1
39,7,48,31,5,5,5,0,1
11,36,40,5,5,5,2,0,1
84,88,24,31,5,5,4,1,1
35,27,49,27,5,5,2,1,1
30,74,36,15,5,5,4,1,1
92,56,17,31,5,0,2,0,1
7,36,24,31,5,5,5,1,1
95,88,40,5,5,5,2,1,1
21,2,9,12,5,5,4,1,1
19,59,26,5,5,5,2,0,1
98,88,24,31,5,5,5,1,1
82,74,59,15,5,5,4,1,1
15,36,48,31,5,5,4,1,1
108,54,17,31,5,5,2,1,1
52,59,26,5,5,5,2,0,1
66,44,21,31,5,5,5,0,1
