1,0,0,0,10,1,0,1,1,1,1,1,1,1,1,1,3,112,5012,0,1
1,0,0,1,26,0,2,1,0,1,0,0,0,0,2,0,1,1404,6310,1,1
0,0,1,0,1,0,1,1,1,2,1,1,0,0,1,0,0,1,2098,0,1
0,1,0,1,71,0,2,0,0,1,0,0,1,1,2,0,1,244,4060,1,1
1,1,0,1,57,0,1,0,1,2,0,1,0,0,1,0,1,856,1450,1,1
0,0,0,0,67,0,1,1,0,1,0,0,1,1,0,1,0,1331,670,1,1
1,0,1,1,10,0,1,2,2,0,2,2,2,2,1,1,2,1058,2750,1,1
1,1,1,1,10,0,1,1,1,2,1,1,1,1,1,1,2,1178,4501,1,1
0,0,0,0,26,0,2,0,0,1,1,0,0,1,2,1,2,323,4841,1,1
1,0,1,1,22,0,1,0,1,2,1,1,1,1,1,0,3,760,1280,0,1
0,0,1,1,58,0,1,0,1,2,0,1,1,1,1,0,1,868,3200,1,1
1,0,1,1,65,0,2,0,1,1,0,1,0,0,1,0,3,1350,4444,0,1
0,0,1,1,51,0,2,0,1,2,0,1,0,0,1,0,2,62,4248,0,1
1,0,0,0,25,0,1,1,1,1,1,1,1,1,0,1,0,1442,3513,1,1
0,0,0,0,59,0,2,1,0,1,1,1,0,1,2,0,1,944,361,1,1
0,0,0,0,1,0,1,2,2,0,2,2,2,2,0,1,0,237,3687,1,1
0,0,1,1,45,0,2,1,0,1,0,0,0,1,2,0,1,649,3672,1,1
0,0,0,1,6,0,2,1,0,1,1,0,0,1,1,0,3,870,1405,1,1
0,0,1,1,42,0,2,0,1,2,1,1,1,0,1,0,3,751,1667,1,1
1,0,1,1,57,0,1,1,1,1,1,1,1,1,1,1,0,1459,520,1,1
0,0,1,1,57,0,1,0,1,2,1,1,0,1,1,0,3,908,5824,0,1
1,0,1,1,38,0,2,1,0,2,1,0,0,0,2,0,1,476,1815,1,1
0,0,0,0,18,0,2,1,0,2,0,0,1,1,2,0,1,363,6374,1,1
0,1,1,1,37,0,2,0,1,1,1,1,0,1,1,0,3,1404,819,1,1
0,0,1,1,41,0,1,0,0,1,1,1,0,0,1,0,1,981,4555,0,1
0,1,0,1,19,0,2,1,0,2,1,0,0,1,1,0,1,1251,6024,1,1
0,1,0,1,64,0,2,0,1,1,1,1,1,1,1,0,1,908,6350,0,1
0,1,0,0,35,0,1,1,0,1,0,0,1,0,0,0,1,521,6107,1,1
1,1,1,1,56,0,2,0,1,2,1,1,0,0,1,0,3,1519,3425,0,1
0,0,0,0,45,0,2,0,0,2,1,1,0,0,0,0,1,149,4924,1,1
1,1,0,0,13,0,2,0,1,1,0,0,0,0,0,0,3,938,290,1,1
0,0,0,0,65,0,2,2,2,0,2,2,2,2,2,1,1,1376,3352,1,1
0,0,1,1,26,0,2,0,1,2,0,0,0,0,2,0,1,935,691,1,1
0,0,0,1,32,0,2,0,1,2,0,1,0,0,1,0,3,9,4189,1,1
1,0,1,1,35,0,2,0,1,1,1,1,0,1,1,0,2,313,3220,1,1
1,0,0,1,26,1,0,1,0,1,0,1,1,1,2,1,2,620,1063,1,1
0,0,0,0,56,0,1,1,1,2,0,0,1,1,0,0,1,1451,5955,1,1
0,0,1,1,54,0,2,0,1,2,1,1,0,0,1,1,3,1283,4984,0,1
0,0,1,1,66,0,1,1,1,1,1,0,0,0,1,0,3,1314,2741,1,1
1,0,0,1,32,0,2,0,1,1,1,1,1,1,0,0,3,312,2196,1,1
0,0,1,1,49,0,1,1,1,1,0,0,0,0,2,1,0,122,2399,1,1
0,0,0,0,50,0,1,2,2,0,2,2,2,2,2,1,2,1566,1228,1,1
1,0,1,1,25,0,1,0,0,2,0,1,1,1,1,0,0,649,5279,1,1
1,0,1,1,10,0,1,1,1,2,1,0,1,1,1,1,0,346,3619,1,1
0,0,0,0,38,0,1,2,2,0,2,2,2,2,0,0,3,234,5879,1,1
1,1,0,0,17,0,2,0,0,2,0,0,0,0,2,0,2,1482,2354,1,1
1,0,0,0,47,0,2,2,2,0,2,2,2,2,2,0,2,681,2537,1,1
0,0,1,0,66,0,1,1,0,2,1,0,1,0,1,0,2,1476,6296,1,1
0,1,1,1,12,0,2,0,0,1,0,1,0,0,0,1,3,1379,2727,1,1
0,0,1,1,58,0,1,1,1,2,1,1,1,0,0,1,1,473,433,1,1
0,0,0,0,64,0,1,1,0,1,1,1,1,1,1,1,0,810,1468,1,1
1,1,1,1,7,0,1,1,0,1,1,1,0,0,1,0,3,176,2327,1,1
0,0,0,0,20,0,2,2,2,0,2,2,2,2,0,0,1,829,1761,1,1
0,0,1,0,10,0,1,0,1,2,1,1,0,1,1,0,3,947,2637,0,1
0,0,0,0,51,1,0,1,0,2,1,1,0,0,1,1,3,1466,6046,1,1
0,0,0,1,0,0,1,0,1,2,0,1,1,1,1,0,2,481,3722,0,1
0,0,1,1,15,0,1,0,1,1,0,0,0,0,1,0,2,923,1285,1,1
0,0,0,1,42,0,1,2,2,0,2,2,2,2,2,0,2,1566,6300,1,1
1,0,1,1,54,0,2,0,1,1,1,1,0,0,1,0,1,364,2849,1,1
0,0,0,1,72,0,1,1,0,2,1,1,0,1,0,0,2,635,1371,1,1
0,0,0,0,46,0,1,2,2,0,2,2,2,2,2,1,2,1253,6181,1,1
0,0,0,0,58,0,1,2,2,0,2,2,2,2,2,0,0,651,2186,1,1
1,0,0,1,2,1,0,1,1,2,1,1,0,1,1,1,0,1556,5476,1,1
1,0,0,0,7,0,1,0,1,1,0,1,1,1,1,1,2,542,2860,1,1
1,1,1,1,10,0,1,0,1,2,1,0,1,1,1,1,3,1568,6517,1,1
1,0,0,0,13,0,2,1,0,2,0,0,0,0,2,0,0,1282,125,1,1
0,0,1,1,39,0,2,0,0,1,0,1,0,0,1,0,1,786,4186,1,1
1,0,1,1,26,0,2,0,1,1,0,1,0,0,2,0,2,1172,1452,1,1
0,0,1,1,9,0,2,0,0,2,1,1,1,1,1,0,3,1395,2988,0,1
1,0,0,0,71,0,2,1,0,1,1,0,1,1,0,0,1,809,4340,1,1
1,0,1,1,22,0,1,2,2,0,2,2,2,2,1,1,0,282,6308,0,1
1,0,1,1,38,0,1,2,2,0,2,2,2,2,2,1,2,761,3838,1,1
0,1,0,1,19,0,1,0,1,1,0,1,0,0,1,0,3,338,1508,0,1
1,0,1,1,10,0,1,2,2,0,2,2,2,2,1,1,0,1058,2750,1,1
0,0,0,0,10,0,1,2,2,0,2,2,2,2,1,1,3,1453,6381,1,1
1,0,1,1,5,0,2,0,1,2,0,0,0,1,0,1,2,1033,3023,1,1
0,1,0,1,13,1,0,1,1,1,0,1,0,1,0,1,2,11,3990,1,1
1,0,0,1,16,0,2,0,1,1,0,0,0,0,2,0,2,555,4266,0,1
1,0,1,1,22,1,0,1,1,2,1,1,1,1,1,1,0,926,2731,1,1
0,0,0,0,26,0,2,0,0,1,1,1,0,0,0,0,3,1214,4065,1,1
0,0,1,1,53,1,0,1,0,2,1,1,1,1,0,1,0,169,646,1,1
1,0,1,1,37,0,2,0,1,2,1,1,0,0,0,1,0,735,6051,1,1
1,0,0,0,26,0,1,2,2,0,2,2,2,2,2,1,1,285,3850,1,1
1,0,0,1,8,0,2,0,0,1,1,1,0,1,1,0,3,325,1340,0,1
0,0,1,1,38,0,1,1,0,2,0,0,1,1,0,1,1,747,4830,1,1
0,0,1,1,37,0,1,0,1,1,0,1,0,1,1,0,3,456,5844,1,1
0,1,0,1,40,0,2,0,1,2,1,1,1,1,1,0,3,682,5215,0,1
0,0,0,0,17,1,0,1,1,1,1,0,0,0,2,0,3,1303,6410,1,1
1,0,0,0,66,0,1,0,0,1,1,1,0,1,1,1,3,253,2809,1,1
0,0,1,1,68,1,0,1,0,2,1,1,1,1,2,1,2,1146,4748,1,1
0,0,0,0,25,0,2,0,0,2,1,1,0,0,1,0,3,663,4469,0,1
0,0,1,1,43,0,1,2,2,0,2,2,2,2,2,1,0,1253,1177,1,1
1,0,0,0,67,0,2,0,1,1,1,0,1,1,1,0,1,1076,2341,1,1
0,0,0,0,12,0,2,0,1,2,0,1,0,0,0,0,1,1271,2336,1,1
0,0,1,1,55,0,1,2,2,0,2,2,2,2,1,1,0,1023,4381,1,1
1,0,1,1,66,0,2,0,1,2,1,1,1,1,1,0,3,272,1993,0,1
0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,241,1171,1,1
0,0,0,0,31,0,1,2,2,0,2,2,2,2,1,1,0,339,6355,1,1
1,0,1,1,28,0,1,0,0,2,1,0,0,1,2,0,3,1243,144,1,1
0,1,1,1,67,0,2,0,1,2,0,1,1,1,1,0,3,834,5271,0,1
1,0,0,1,26,0,2,2,2,0,2,2,2,2,2,0,2,126,3969,1,1
1,0,1,1,10,0,1,2,2,0,2,2,2,2,1,1,0,1347,6270,1,1
1,1,1,1,71,1,0,1,0,1,1,1,0,0,0,0,3,1575,5352,1,1
0,0,1,1,6,0,2,0,1,2,1,1,1,0,1,0,3,1125,1497,1,1
0,0,0,0,19,1,0,1,0,1,0,1,0,0,1,0,1,1414,3924,0,1
1,0,1,1,3,0,1,1,1,2,1,0,1,1,2,1,2,1466,4835,1,1
1,0,1,1,10,1,0,1,1,2,1,1,1,0,1,0,3,1100,1129,0,1
1,0,1,1,57,0,1,1,1,2,1,1,1,1,1,1,3,902,3916,0,1
0,0,1,1,37,0,2,2,2,0,2,2,2,2,2,0,1,1101,5604,1,1
0,0,1,1,44,0,1,0,0,2,1,1,1,1,1,0,2,1486,5607,1,1
0,0,0,0,17,0,1,2,2,0,2,2,2,2,2,1,0,1058,6298,1,1
1,0,1,0,69,0,1,2,2,0,2,2,2,2,2,0,0,1087,780,1,1
0,1,0,1,10,0,1,0,1,2,1,1,1,1,1,0,0,794,842,0,1
0,1,0,0,26,0,2,1,0,1,0,0,0,0,2,0,1,750,5492,1,1
0,0,1,1,64,0,2,1,0,2,1,0,1,0,1,1,3,544,1599,0,1
0,0,0,1,62,0,2,0,1,1,1,1,0,0,2,0,2,1246,4160,1,1
1,0,1,1,17,0,2,0,0,1,1,1,1,1,0,0,1,388,3053,1,1
1,1,0,1,71,0,2,2,2,0,2,2,2,2,2,1,2,159,342,1,1
0,0,0,0,39,0,2,0,0,1,1,0,0,1,2,0,1,308,4216,1,1
1,0,1,1,66,0,1,2,2,0,2,2,2,2,0,1,0,1087,5519,1,1
1,0,1,1,10,0,1,1,1,2,1,1,1,1,1,0,3,898,5836,0,1
1,0,1,0,7,0,1,1,1,1,0,1,0,1,0,1,1,1476,5489,1,1
1,0,0,0,41,0,1,1,1,1,0,0,1,0,1,0,0,1251,157,1,1
0,0,0,0,64,0,1,1,1,2,1,0,0,0,1,0,3,709,647,1,1
1,0,1,1,0,0,2,0,1,2,1,1,0,0,1,1,0,1033,3631,0,1
0,0,0,0,59,0,2,0,0,1,0,1,0,0,0,0,1,1367,1265,1,1
1,0,0,0,47,0,1,1,0,1,0,0,0,0,2,1,3,1197,5182,1,1
0,0,0,0,55,0,1,2,2,0,2,2,2,2,1,1,0,885,127,1,1
0,0,0,0,24,0,1,0,1,2,1,1,1,0,1,0,2,997,6335,1,1
0,0,1,1,52,0,2,0,1,2,1,1,0,1,1,0,2,847,4259,1,1
1,0,0,0,52,0,1,2,2,0,2,2,2,2,0,1,0,1566,5106,1,1
1,0,0,0,11,0,1,1,0,2,0,1,0,1,2,1,0,1526,4013,1,1
1,0,1,1,25,0,2,2,2,0,2,2,2,2,2,1,2,1101,4491,1,1
0,0,1,0,6,0,1,1,0,1,1,1,1,1,1,0,3,1292,4986,1,1
0,0,0,1,48,0,2,0,0,2,1,1,1,1,1,1,3,249,5958,0,1
0,0,1,1,57,0,1,0,1,2,1,1,1,1,1,0,3,760,856,1,1
1,0,1,1,29,0,2,1,1,1,0,0,1,0,2,0,2,627,735,1,1
0,0,0,0,51,0,1,2,2,0,2,2,2,2,0,1,0,1205,2250,1,1
1,0,0,1,18,0,1,2,2,0,2,2,2,2,2,1,0,799,6170,1,1
0,0,1,1,31,0,1,0,1,2,1,1,1,1,1,0,2,1297,425,0,1
1,0,0,1,26,0,2,1,0,1,0,0,0,0,2,0,2,1247,1923,1,1
1,1,0,1,36,1,0,1,1,1,0,1,1,0,1,0,3,673,4977,0,1
0,0,0,0,11,0,1,2,2,0,2,2,2,2,1,1,3,234,4475,1,1
1,0,0,1,37,0,1,0,0,2,0,0,1,1,0,0,2,822,845,1,1
0,0,0,1,57,0,2,0,1,2,0,0,0,0,1,0,3,988,3311,0,1
1,0,0,1,24,0,1,1,1,1,0,0,0,0,2,1,0,517,2255,1,1
0,0,0,1,29,0,1,0,1,2,0,1,0,0,0,0,2,973,2287,0,1
0,0,1,1,53,0,1,2,2,0,2,2,2,2,0,1,2,581,5237,1,1
0,0,0,1,65,0,2,2,2,0,2,2,2,2,1,1,3,853,2530,1,1
0,1,1,1,41,0,2,0,1,2,1,1,1,1,1,0,0,1290,4214,0,1
0,1,1,1,0,0,1,0,0,2,1,1,1,1,1,1,2,679,3638,0,1
0,0,0,0,41,0,2,0,1,1,0,1,0,0,1,0,2,621,2854,1,1
1,0,0,1,62,0,1,2,2,0,2,2,2,2,0,0,1,581,3705,1,1
0,0,1,1,10,1,0,1,1,1,1,1,1,1,1,1,2,1348,4674,0,1
0,0,1,1,10,0,1,1,1,2,1,1,1,1,1,1,0,673,3958,1,1
1,0,1,1,64,0,2,0,1,2,1,1,1,0,1,1,2,751,3447,0,1
1,0,0,0,28,0,1,1,0,2,0,1,0,0,0,1,1,176,1205,1,1
0,0,1,1,6,0,1,0,1,1,0,1,1,1,1,0,3,1183,1771,0,1
0,0,0,1,10,1,0,1,1,2,1,1,1,1,1,0,3,65,3372,0,1
1,0,1,1,48,0,1,1,1,1,1,1,1,1,1,0,0,300,979,1,1
1,0,1,1,66,1,0,1,1,2,1,0,1,1,1,1,3,1309,1154,1,1
0,0,1,1,6,0,1,2,2,0,2,2,2,2,0,1,3,1191,3961,1,1
0,0,0,1,61,0,2,1,1,1,1,1,1,1,1,1,1,722,2832,1,1
1,0,0,0,37,0,2,1,0,2,1,0,1,0,0,0,1,233,1606,1,1
1,0,0,1,55,0,1,0,1,1,0,1,1,0,1,0,3,33,2799,0,1
0,0,0,0,18,0,1,2,2,0,2,2,2,2,2,1,2,1347,3537,1,1
0,0,0,0,26,0,2,0,0,1,0,1,0,0,2,1,1,1123,690,1,1
1,0,0,0,4,0,1,2,2,0,2,2,2,2,2,1,1,907,3132,1,1
0,0,0,1,48,0,1,0,0,1,1,0,0,1,1,0,3,548,4568,1,1
1,0,0,0,21,0,2,2,2,0,2,2,2,2,2,0,2,743,6094,1,1
1,0,1,1,4,0,2,0,1,1,0,0,0,0,1,0,3,445,3946,1,1
1,0,0,0,26,0,2,0,1,1,0,0,0,0,2,0,2,40,1157,1,1
1,0,1,0,10,0,1,2,2,0,2,2,2,2,1,1,0,237,5122,1,1
0,0,0,1,67,0,1,0,0,2,1,0,0,0,0,0,1,1325,5488,1,1
0,0,1,1,24,0,1,0,1,1,1,0,1,1,1,0,1,741,3098,1,1
1,0,0,0,71,0,2,0,0,2,0,1,0,0,2,1,3,451,3161,1,1
1,0,1,0,6,0,1,0,1,2,1,1,0,1,1,0,1,701,4884,1,1
1,0,1,1,14,0,1,0,1,2,1,1,1,1,1,1,1,89,46,1,1
0,0,1,1,28,0,1,0,1,1,1,0,1,1,0,0,2,1582,5033,1,1
1,0,0,0,26,1,0,1,0,1,0,0,1,0,2,0,1,1255,826,1,1
1,0,1,1,10,0,1,0,1,2,1,1,1,0,1,1,3,371,3647,0,1
0,0,1,1,33,0,1,0,0,2,0,0,0,0,1,0,3,1384,5522,0,1
1,0,0,1,17,0,1,0,1,1,0,0,0,0,0,0,1,523,1040,1,1
1,0,1,1,57,0,1,1,1,2,1,1,1,1,1,0,1,1532,778,0,1
0,0,1,1,10,1,0,1,1,2,1,1,1,1,1,1,3,719,745,1,1
1,0,1,0,62,0,1,2,2,0,2,2,2,2,2,1,0,1347,1858,1,1
0,0,0,0,2,0,1,2,2,0,2,2,2,2,0,1,3,588,3257,1,1
1,1,0,1,44,0,2,0,1,2,1,1,1,0,1,1,3,228,5905,1,1
0,0,0,1,69,1,0,1,0,1,0,1,0,0,1,0,2,1092,6358,1,1
1,0,0,0,26,1,0,1,0,1,0,0,1,1,2,1,1,1178,3604,1,1
1,0,0,1,13,1,0,1,0,1,0,0,0,1,2,0,2,722,1547,1,1
1,0,0,0,39,0,2,1,1,1,0,0,0,0,2,0,2,557,3345,1,1
0,0,1,1,64,0,1,0,1,2,1,1,0,1,1,0,2,75,2333,1,1
0,0,1,1,31,0,1,0,1,2,1,1,1,1,1,0,3,768,3548,0,1
0,0,0,1,71,0,2,2,2,0,2,2,2,2,2,1,2,1321,2477,1,1
1,0,0,0,10,0,1,2,2,0,2,2,2,2,0,0,3,1058,2750,1,1
1,0,0,1,31,0,1,1,1,2,1,0,1,1,1,1,0,486,3721,0,1
0,0,1,1,9,0,1,2,2,0,2,2,2,2,0,0,2,430,4270,1,1
1,0,1,1,21,1,0,1,0,2,1,1,0,0,0,0,0,38,6040,1,1
0,0,0,0,49,0,1,1,0,2,0,0,0,0,0,0,0,1062,1639,1,1
0,0,0,1,10,0,1,1,1,2,1,1,0,1,1,1,0,1278,6197,0,1
1,0,1,1,7,0,2,0,1,2,1,0,1,0,1,0,1,313,247,1,1
0,0,0,0,32,0,2,1,0,1,1,0,0,0,2,0,1,1108,310,1,1
1,0,1,1,30,0,2,0,0,1,1,0,0,0,2,0,1,1016,4107,1,1
1,0,1,1,50,0,1,0,0,1,1,0,1,0,1,0,1,417,536,1,1
1,0,1,1,10,0,1,0,0,2,1,1,1,0,1,0,0,1176,6105,0,1
0,0,1,1,26,0,1,2,2,0,2,2,2,2,2,1,1,1446,2913,1,1
0,0,1,1,2,0,2,2,2,0,2,2,2,2,1,1,3,1419,3950,1,1
1,0,1,1,57,0,2,1,1,1,1,1,1,1,1,0,0,1451,2338,0,1
0,0,1,1,25,1,0,1,1,2,1,0,1,1,2,0,0,469,1919,1,1
1,0,0,1,56,0,2,0,1,2,1,1,1,1,1,0,3,561,882,1,1
0,1,1,1,51,0,1,0,1,1,1,1,0,0,1,0,3,1033,3128,0,1
1,0,1,1,11,0,1,2,2,0,2,2,2,2,2,1,0,1347,4255,1,1
0,0,1,1,26,0,2,1,1,1,0,0,0,0,2,1,2,287,3771,1,1
1,0,1,1,26,0,2,0,1,1,0,0,0,0,2,1,2,1576,1924,1,1
0,0,0,0,43,0,1,1,0,2,1,0,0,0,0,0,1,1568,531,1,1
0,1,0,1,39,0,1,0,0,1,0,1,1,0,1,1,3,1283,4705,1,1
0,1,1,1,6,0,1,1,1,1,0,1,1,1,1,0,3,939,933,1,1
1,1,1,1,31,0,1,0,0,2,1,1,1,1,1,1,3,190,4966,1,1
1,0,1,1,43,0,2,1,1,2,0,1,1,0,0,1,0,357,182,1,1
1,1,1,1,41,0,1,0,1,1,1,1,1,1,1,0,3,272,1363,0,1
1,0,1,1,10,0,1,1,0,2,1,1,1,1,1,0,0,146,3438,0,1
1,0,1,1,15,0,2,0,0,1,0,1,1,0,0,0,3,816,346,1,1
0,0,0,1,63,0,1,0,0,1,0,1,0,1,0,0,3,417,2078,1,1
0,0,0,0,57,0,1,0,1,2,1,1,1,1,1,1,3,1368,162,0,1
1,1,0,1,10,1,0,1,1,1,1,1,0,1,1,1,3,964,1026,0,1
1,0,1,0,53,0,2,1,1,1,0,0,0,0,0,1,1,67,939,1,1
1,0,1,1,25,0,1,2,2,0,2,2,2,2,1,0,0,858,6207,1,1
0,0,0,0,3,1,0,1,1,1,0,0,0,0,2,0,3,617,5849,1,1
0,0,0,0,62,0,2,0,0,1,0,0,0,0,2,1,1,484,1119,1,1
1,0,1,1,50,0,2,0,0,1,0,0,0,0,0,1,1,1096,837,1,1
0,0,0,1,57,0,1,1,1,2,1,1,1,1,1,0,1,1039,2574,0,1
0,1,0,1,2,1,0,1,0,2,0,1,1,0,1,0,3,270,2218,1,1
1,1,1,1,66,1,0,1,1,2,0,1,1,0,1,0,3,478,2546,0,1
1,1,1,1,6,0,2,0,1,1,0,1,0,0,1,0,3,1317,5064,0,1
1,1,0,1,69,0,2,0,1,1,1,1,1,0,1,0,3,253,126,1,1
0,0,1,1,49,1,0,1,0,1,1,0,1,0,2,0,2,1114,268,1,1
0,0,0,1,20,0,2,0,0,1,0,0,0,0,0,1,0,1219,1556,1,1
0,0,0,0,62,0,2,1,0,1,0,0,0,0,2,1,0,383,1207,1,1
1,0,1,1,50,0,2,2,2,0,2,2,2,2,2,1,2,915,3710,1,1
0,1,1,1,33,0,1,0,0,1,1,0,0,0,1,0,0,584,3504,1,1
1,0,1,1,4,0,1,2,2,0,2,2,2,2,2,1,0,430,5622,0,1
0,0,0,1,71,0,2,2,2,0,2,2,2,2,2,0,1,681,809,1,1
0,1,1,1,11,0,1,0,1,2,1,0,0,0,1,0,3,358,5741,0,1
1,0,0,1,69,0,1,1,0,1,1,0,1,1,2,0,3,828,3360,1,1
1,0,1,1,10,1,0,1,1,2,1,1,1,1,1,1,2,65,3372,0,1
1,1,0,1,48,0,2,0,1,1,1,0,0,0,1,1,3,78,815,1,1
1,0,1,1,10,0,1,0,1,2,1,1,1,1,1,1,0,83,3387,0,1
1,0,0,1,22,0,2,0,1,1,1,0,1,1,1,0,3,1377,1841,0,1
0,0,0,1,38,0,2,0,1,1,0,1,0,0,1,0,3,495,5038,0,1
1,1,0,1,23,0,1,1,0,1,1,1,1,0,1,0,2,1501,3865,1,1
1,0,1,1,24,1,0,1,1,2,0,0,0,0,1,0,3,240,1480,1,1
0,0,1,1,22,0,1,1,1,1,1,1,1,1,1,1,2,1466,2487,1,1
0,0,1,1,55,0,1,1,0,1,1,1,1,1,1,1,0,912,6519,1,1
0,0,1,1,25,0,1,1,1,1,1,1,1,1,1,1,3,26,3632,1,1
0,0,1,0,10,0,2,2,2,0,2,2,2,2,1,1,0,207,3503,1,1
0,0,1,1,16,0,2,1,0,2,1,1,1,1,1,1,0,1149,4482,1,1
1,0,0,0,56,0,1,0,1,2,0,1,0,0,1,1,0,1053,2548,0,1
0,0,1,1,52,0,2,0,1,2,1,1,1,1,0,0,1,1138,5770,1,1
0,0,1,1,48,0,1,1,1,2,1,1,1,1,1,0,3,902,1743,1,1
1,0,0,1,10,0,1,0,1,2,1,1,1,1,1,1,3,1478,4795,0,1
1,1,1,1,64,0,1,0,1,1,1,1,1,1,1,0,3,1428,2518,0,1
1,0,1,1,25,0,1,1,1,2,1,1,1,1,1,0,1,305,3932,0,1
1,1,1,1,21,0,2,0,1,2,1,1,1,1,1,0,3,1577,1013,0,1
1,0,1,1,72,0,1,1,0,1,0,1,1,1,0,1,0,785,2605,1,1
1,0,0,0,44,0,1,0,1,1,0,0,1,1,0,1,0,228,5298,1,1
0,1,1,1,55,0,1,0,1,2,1,1,0,0,1,0,3,1224,2577,1,1
0,0,1,1,9,0,1,2,2,0,2,2,2,2,1,1,0,885,4217,1,1
1,0,1,1,10,0,1,2,2,0,2,2,2,2,1,1,0,1446,3150,1,1
0,0,0,0,71,0,1,0,1,2,0,1,1,1,2,1,3,1356,2591,1,1
1,1,0,1,72,0,2,0,1,2,0,1,0,0,1,0,3,61,3041,1,1
1,0,0,0,61,0,2,1,1,2,0,1,0,0,1,0,3,900,5701,1,1
0,0,1,0,10,0,1,0,0,2,1,1,1,1,1,0,0,1042,5968,0,1
1,0,1,1,44,0,1,1,1,2,1,1,0,0,0,0,2,611,5809,1,1
0,1,1,1,31,0,2,0,1,2,1,1,0,0,1,0,3,1519,4709,0,1
1,0,1,1,31,0,1,0,1,2,0,0,1,0,1,0,3,567,3429,1,1
0,0,0,0,16,1,0,1,1,1,0,0,0,0,2,1,1,1479,3514,1,1
1,0,1,0,5,0,2,0,1,1,1,1,1,1,1,0,0,315,6156,1,1
1,0,0,0,38,0,2,2,2,0,2,2,2,2,2,1,0,65,1057,1,1
1,1,0,1,53,0,2,0,1,2,1,1,1,1,1,0,3,1196,3976,0,1
1,0,0,0,2,0,1,1,1,2,0,0,0,0,2,1,0,281,2175,1,1
1,1,0,0,5,0,2,0,1,1,1,1,0,0,1,1,3,855,5389,1,1
1,0,1,0,46,0,2,1,0,2,0,1,0,0,0,0,1,290,2978,1,1
0,0,1,1,10,0,1,2,2,0,2,2,2,2,1,0,2,864,927,1,1
0,0,1,1,52,0,1,0,0,2,1,0,1,0,1,0,3,1247,2581,1,1
0,0,1,1,37,0,2,0,0,1,0,0,0,0,2,1,1,1078,2466,1,1
0,1,0,1,22,0,1,0,1,2,1,1,1,1,1,0,3,390,1156,1,1
1,0,1,1,22,0,1,0,1,2,1,1,0,1,1,0,3,954,3636,0,1
1,0,0,0,63,0,2,0,0,1,1,0,0,0,0,1,1,707,4605,1,1
1,0,1,1,71,0,1,2,2,0,2,2,2,2,2,0,1,799,2592,1,1
0,0,0,0,5,0,1,1,0,1,1,0,0,0,0,1,1,1546,5428,0,1
1,1,0,1,21,0,1,0,1,2,0,1,0,0,1,0,3,796,3252,0,1
1,0,0,1,72,0,2,0,1,2,1,0,0,1,1,0,1,1493,926,1,1
0,1,1,1,30,0,2,1,0,1,1,0,0,0,0,1,2,1035,291,0,1
0,0,0,0,26,1,0,1,1,1,0,0,0,0,2,0,3,691,280,1,1
1,0,1,1,10,0,1,1,1,2,1,1,1,1,1,0,3,1239,6174,1,1
