48,132,81,25,169,57,168,773,91,78,103,2,0,1
53,92,68,148,7,37,88,770,52,71,100,1,0,1
32,138,35,243,71,84,37,474,58,31,88,1,0,1
50,92,13,219,52,67,232,40,97,95,87,4,0,1
28,123,33,100,23,3,87,587,72,94,68,4,1,1
55,103,37,203,160,103,241,294,79,3,50,4,0,1
42,125,81,227,180,94,258,767,62,97,87,2,0,1
72,113,57,232,83,107,191,862,21,58,0,0,0,1
3,60,33,250,180,52,57,246,39,22,50,4,0,1
50,0,53,279,121,6,98,303,66,110,91,4,0,1
15,60,87,27,194,118,57,778,39,93,0,4,0,1
88,117,52,238,67,79,119,109,106,61,54,0,1,1
7,95,77,111,60,19,142,581,65,58,42,0,1,1
21,66,40,237,161,51,135,547,2,79,49,2,1,1
96,177,21,237,23,41,61,435,78,10,54,4,1,1
72,3,87,148,158,117,179,0,104,79,97,0,0,1
28,146,69,288,191,17,78,303,46,83,111,0,0,1
50,149,36,218,113,12,97,676,84,61,13,0,1,1
54,181,1,104,56,9,118,472,2,51,87,2,0,1
68,3,50,288,158,107,248,477,7,104,13,4,0,1
62,142,40,73,161,41,204,483,60,61,81,2,1,1
14,125,50,198,81,58,85,346,28,31,15,4,0,1
48,15,61,145,71,10,231,676,56,72,20,4,0,1
103,38,11,159,0,12,18,669,103,109,58,2,0,1
98,60,35,34,59,18,264,972,44,109,22,2,0,1
100,37,61,175,85,12,62,275,28,27,42,0,0,1
93,125,41,288,21,7,99,201,93,17,90,2,0,1
84,156,86,97,192,54,233,234,104,51,58,4,0,1
25,150,39,84,214,110,89,893,94,75,9,4,0,1
42,63,26,84,156,53,54,28,10,60,1,0,0,1
22,70,69,30,156,132,221,369,44,60,90,2,0,1
84,124,39,88,196,29,200,803,51,95,87,2,1,1
62,60,21,210,83,33,113,458,33,17,8,4,0,1
62,181,33,279,44,110,230,605,59,107,28,2,0,1
54,60,61,199,48,131,31,7,81,104,53,2,0,1
3,98,33,238,194,117,37,204,100,110,87,4,0,1
93,92,50,97,93,37,98,63,78,93,105,2,0,1
81,64,81,238,44,41,8,88,101,22,89,4,1,1
77,185,61,58,14,54,122,748,64,44,87,4,0,1
74,31,35,218,23,103,189,803,105,94,78,2,1,1
77,45,1,91,59,25,240,234,98,98,81,0,0,1
88,146,87,243,82,98,242,163,59,80,105,4,0,1
54,98,86,122,81,106,164,92,91,39,97,4,0,1
72,45,26,1,59,65,55,949,58,107,91,2,0,1
28,98,38,98,93,71,90,307,6,1,88,0,0,1
72,137,84,73,82,72,213,913,101,71,8,4,0,1
59,179,50,302,187,0,14,582,106,98,20,4,1,1
54,11,56,232,193,133,246,376,106,60,82,4,0,1
88,114,28,92,214,11,137,149,70,42,22,4,0,1
93,31,52,218,202,66,142,504,6,73,55,4,1,1
46,125,74,237,110,112,228,405,51,82,20,2,1,1
54,103,48,136,48,118,101,109,23,22,89,2,0,1
98,170,33,100,158,81,233,261,2,16,36,0,0,1
28,153,34,145,110,0,178,703,4,97,5,4,1,1
45,118,21,109,14,91,90,981,81,53,66,0,0,1
68,51,68,44,142,54,83,307,83,53,15,0,0,1
38,183,73,230,104,95,204,207,38,74,49,0,1,1
41,45,3,118,175,65,18,938,4,19,0,4,0,1
49,92,57,189,59,57,248,376,4,22,68,4,0,1
100,181,3,238,179,5,67,361,64,75,78,4,1,1
15,152,68,62,71,117,154,427,95,107,0,4,0,1
53,177,55,281,114,95,0,337,23,51,69,4,1,1
42,18,57,73,110,71,29,618,106,64,39,2,1,1
69,138,3,177,71,107,197,427,103,84,97,4,0,1
58,185,67,8,83,114,258,464,103,25,88,4,0,1
58,138,68,97,82,31,26,270,44,42,54,4,0,1
62,111,26,14,93,10,140,426,103,95,50,2,0,1
62,92,56,261,85,17,133,645,58,52,22,3,0,1
61,98,57,290,193,118,151,618,95,61,5,4,0,1
49,113,81,232,131,57,90,714,100,91,54,4,0,1
28,92,3,148,82,81,233,174,39,95,15,4,0,1
33,164,49,148,12,57,218,830,30,102,32,4,1,1
14,15,69,29,194,37,29,303,14,73,111,4,0,1
58,114,44,229,55,107,115,906,46,101,11,4,0,1
68,15,5,159,72,58,78,303,40,67,90,2,0,1
14,60,57,279,71,51,155,307,76,84,88,4,0,1
28,128,27,145,202,81,200,347,92,79,105,0,1,1
23,111,79,230,1,19,104,716,7,7,63,4,1,1
105,171,64,100,181,41,8,590,7,64,15,2,1,1
88,12,31,288,160,68,234,150,2,104,87,2,1,1
58,113,69,233,146,6,78,180,95,107,13,4,0,1
58,11,63,177,44,107,145,127,64,71,87,2,0,1
32,181,35,93,149,0,142,492,94,55,54,4,1,1
3,114,26,99,189,109,211,702,52,51,26,3,0,1
34,0,81,238,7,81,243,303,78,95,81,0,0,1
58,11,56,28,181,86,10,229,79,93,100,0,0,1
42,98,44,261,191,99,169,703,81,65,100,0,0,1
48,140,81,218,160,71,126,675,99,82,58,0,0,1
77,45,68,148,217,117,44,364,103,83,11,4,0,1
22,1,67,192,7,52,151,490,106,19,22,4,0,1
33,45,61,232,113,100,54,485,78,52,58,2,0,1
93,60,25,100,58,54,87,188,100,49,15,4,1,1
54,146,86,192,131,82,106,840,11,79,87,2,0,1
42,146,33,98,193,70,68,92,78,52,10,4,0,1
87,138,39,289,193,29,44,961,98,52,102,4,0,1
48,92,67,22,83,106,101,770,58,73,81,4,0,1
33,181,42,2,202,19,104,830,39,51,27,4,1,1
93,11,44,283,82,6,241,131,86,4,32,4,0,1
45,172,39,238,172,95,161,411,80,65,49,2,1,1
39,126,13,141,189,67,62,981,94,17,27,3,0,1
69,0,69,17,142,98,105,34,12,22,58,4,0,1
48,133,33,210,14,44,27,843,57,9,63,4,0,1
50,104,88,212,146,50,240,773,39,93,87,2,0,1
50,3,35,301,44,45,88,774,38,95,22,2,0,1
48,113,66,248,180,50,83,190,95,91,22,4,0,1
96,6,70,23,172,72,224,37,64,98,20,4,1,1
79,92,84,280,186,59,57,827,86,15,22,4,0,1
77,140,11,97,180,71,156,496,6,17,100,4,0,1
69,170,31,247,71,103,82,307,59,17,88,2,0,1
87,0,43,304,189,98,211,670,51,83,20,4,0,1
48,111,61,23,92,37,68,424,70,109,26,4,0,1
91,117,38,232,22,34,214,629,104,49,103,2,1,1
46,0,61,168,83,33,156,524,58,17,58,4,0,1
45,45,11,243,158,0,248,27,58,83,81,4,0,1
93,101,39,218,4,54,48,835,82,91,78,2,1,1
3,45,9,22,160,25,59,275,37,80,105,2,0,1
49,50,70,15,104,98,203,276,59,65,22,2,0,1
69,45,13,40,189,72,165,17,39,42,78,4,0,1
28,168,34,238,60,34,228,648,64,73,103,2,1,1
69,70,38,158,131,72,84,716,103,42,78,4,0,1
49,180,36,88,23,66,121,34,35,78,8,4,1,1
8,92,87,215,214,53,256,724,49,83,81,4,0,1
55,137,11,280,113,97,46,143,101,93,89,4,0,1
78,181,67,175,7,102,68,703,60,78,50,2,0,1
98,125,86,98,10,113,84,458,62,19,96,4,1,1
50,104,10,189,180,37,168,299,44,101,32,4,0,1
62,170,61,158,71,42,42,468,3,71,90,2,0,1
77,92,26,304,160,117,96,915,51,104,11,4,0,1
69,114,0,265,32,85,211,277,52,71,10,2,0,1
68,92,86,304,191,72,129,904,53,107,90,4,0,1
54,18,61,91,180,18,205,234,66,109,100,4,0,1
72,138,33,8,83,22,175,483,101,71,89,4,0,1
46,45,11,249,59,12,103,166,70,109,111,4,0,1
72,51,87,97,59,107,134,563,14,52,54,4,0,1
17,114,76,108,157,41,61,823,23,15,43,3,1,1
58,0,86,185,186,20,190,959,81,61,54,4,0,1
93,60,87,165,71,52,176,490,99,61,91,2,0,1
72,153,68,238,113,81,75,97,51,98,58,4,1,1
77,70,38,98,92,67,41,458,64,42,39,0,0,1
93,98,80,303,81,78,10,645,52,19,32,4,0,1
94,171,61,210,161,66,37,769,44,10,20,4,1,1
32,60,58,288,158,70,174,521,48,83,13,4,0,1
32,38,7,165,82,52,140,932,16,71,103,2,0,1
88,143,52,100,17,70,142,489,49,51,76,4,1,1
54,70,71,215,48,29,27,694,96,65,78,1,0,1
68,170,57,193,180,67,238,772,66,86,28,3,0,1
68,171,29,304,93,84,154,428,70,100,5,4,0,1
22,45,81,164,81,50,85,222,64,64,103,4,0,1
28,168,34,238,60,34,228,648,64,73,103,2,1,1
36,144,27,93,32,25,260,748,51,107,50,2,0,1
77,29,13,237,94,102,223,40,26,51,36,4,1,1
28,98,84,40,131,20,78,167,14,52,10,2,0,1
42,15,3,159,185,65,105,73,44,109,11,0,0,1
15,130,34,279,104,112,239,853,91,101,91,1,0,1
49,183,87,8,180,52,103,749,38,19,88,2,0,1
68,113,33,97,176,117,216,186,48,93,58,2,0,1
28,1,68,232,180,70,271,853,6,80,97,2,0,1
91,25,4,145,56,25,269,188,51,91,89,2,1,1
87,138,33,92,92,66,154,865,2,9,55,0,0,1
48,60,87,227,214,31,170,703,7,61,103,2,0,1
14,15,69,29,194,37,29,303,14,73,111,4,0,1
98,45,10,243,104,91,248,570,70,52,91,4,0,1
79,104,31,232,172,100,110,823,59,42,103,2,1,1
58,1,80,208,160,50,137,769,103,22,100,4,0,1
22,1,61,314,185,48,103,30,3,28,42,4,0,1
58,60,21,91,171,58,194,276,44,78,87,4,0,1
41,60,38,80,193,132,155,34,39,107,87,4,0,1
93,51,86,181,82,126,120,627,86,25,32,4,0,1
58,11,56,28,181,86,10,229,79,93,100,0,0,1
49,137,56,30,59,97,232,790,59,78,39,4,0,1
17,133,21,145,210,19,8,769,83,31,78,4,1,1
58,114,26,156,142,44,233,664,40,104,102,0,0,1
39,137,10,97,93,100,275,261,26,42,55,4,0,1
53,118,35,237,84,112,110,141,39,80,78,2,1,1
80,60,73,145,58,19,119,150,11,23,68,0,1,1
61,51,16,280,193,132,213,511,53,52,22,2,0,1
54,114,69,141,44,12,251,275,62,17,90,4,0,1
86,2,45,302,193,132,275,515,49,109,82,0,0,1
3,113,21,304,214,86,29,738,48,52,43,0,0,1
80,181,83,73,4,19,104,979,78,83,54,2,1,1
21,25,3,99,165,103,218,773,52,91,87,2,1,1
88,87,70,148,24,86,132,611,52,78,87,2,1,1
61,185,84,238,171,86,271,924,103,42,89,2,0,1
42,92,47,95,194,3,190,806,14,100,90,4,0,1
28,70,81,241,7,70,233,278,83,42,105,4,0,1
50,146,84,176,32,11,231,337,10,52,90,2,0,1
48,1,44,289,193,78,123,896,101,1,89,0,0,1
68,98,68,159,194,109,113,967,95,108,105,4,0,1
98,18,43,15,217,103,63,970,28,31,13,4,0,1
62,138,59,308,59,45,251,618,99,107,100,2,0,1
28,3,55,28,146,32,95,229,38,9,3,2,0,1
21,63,26,228,60,57,219,618,59,82,87,2,1,1
100,103,56,228,217,104,241,521,44,19,68,0,0,1
68,125,50,30,32,91,26,485,7,61,81,4,0,1
14,20,56,177,180,25,41,911,106,95,50,2,0,1
88,183,69,252,185,110,191,474,70,83,20,2,0,1
58,18,30,93,67,110,139,270,55,44,68,4,0,1
72,1,38,173,7,31,12,619,64,60,3,2,0,1
50,37,68,93,142,102,27,364,39,17,25,4,0,1
74,31,35,218,23,103,189,803,105,94,78,2,1,1
14,45,26,230,36,102,14,444,14,93,42,4,0,1
42,185,84,279,193,57,113,261,83,71,39,4,0,1
54,20,84,159,59,53,171,366,53,1,97,4,0,1
39,171,38,252,185,117,197,780,60,109,1,4,0,1
50,138,43,266,82,131,258,584,11,95,50,2,0,1
46,176,33,237,89,57,102,914,52,62,39,4,1,1
69,183,56,62,82,78,205,34,11,53,103,4,0,1
41,60,38,80,193,132,155,34,39,107,87,4,0,1
98,60,57,304,142,117,113,869,51,109,27,4,0,1
61,60,81,131,214,6,62,496,53,86,0,2,0,1
88,85,63,97,138,68,234,343,52,1,81,4,1,1
48,15,50,243,214,6,126,913,83,17,102,0,0,1
48,60,70,243,59,45,12,421,10,22,89,4,0,1
15,146,57,29,92,107,98,924,84,84,20,2,0,1
35,37,55,210,77,34,104,867,66,91,0,2,1,1
14,170,11,33,55,103,79,762,49,95,96,4,0,1
28,15,56,98,17,107,101,973,91,22,33,4,0,1
100,11,86,230,93,50,2,248,29,59,1,2,1,1
6,103,55,100,24,133,216,492,95,18,50,2,1,1
15,45,38,238,32,34,239,646,40,80,100,2,0,1
49,45,67,118,180,18,177,676,66,52,87,2,0,1
22,11,85,98,71,37,240,924,29,31,87,4,0,1
68,114,11,243,32,51,37,458,33,108,68,0,0,1
62,114,81,288,81,12,155,163,23,93,1,4,0,1
74,87,67,255,138,57,274,2,28,72,49,0,1,1
77,125,74,135,82,37,105,362,59,78,111,4,0,1
48,15,79,100,113,117,273,25,86,16,42,4,1,1
100,0,76,97,180,54,269,261,70,53,0,4,0,1
49,51,33,34,214,46,268,801,39,101,88,4,0,1
3,36,1,164,191,117,258,548,106,22,63,4,0,1
62,74,27,97,10,66,109,872,60,17,50,2,1,1
58,185,67,8,83,114,95,464,103,25,88,4,0,1
100,11,68,279,14,51,25,332,44,107,54,0,0,1
50,70,81,31,180,118,251,485,40,22,90,2,0,1
49,60,76,141,7,132,203,504,46,65,78,2,0,1
58,138,1,62,82,10,116,297,48,104,100,2,0,1
58,60,80,252,156,9,124,297,103,71,78,4,0,1
42,98,44,218,14,33,128,565,7,1,13,0,0,1
93,81,39,238,201,19,8,96,82,73,81,2,1,1
49,98,68,163,83,127,166,278,29,42,0,4,0,1
54,177,38,286,81,37,151,590,39,55,90,2,0,1
72,18,81,155,131,17,148,468,98,80,50,4,0,1
83,18,33,279,55,54,36,421,40,53,105,2,0,1
33,65,31,288,211,68,8,222,28,1,5,1,1,1
58,153,31,243,191,44,125,698,101,53,88,1,0,1
48,171,57,301,189,33,29,28,70,108,6,0,0,1
42,70,26,18,186,52,140,840,44,107,100,0,0,1
54,117,46,45,89,34,110,904,100,78,63,2,1,1
3,117,39,97,46,98,269,23,28,107,102,4,0,1
28,150,0,51,170,86,1,209,52,93,79,4,1,1
58,60,1,31,142,52,144,648,83,93,22,2,0,1
28,151,70,237,195,68,161,731,7,26,90,2,1,1
32,18,61,176,71,52,268,248,40,93,55,4,0,1
62,183,11,73,172,25,135,168,59,19,27,0,1,1
32,98,50,243,32,133,156,270,96,100,89,2,0,1
93,125,86,279,138,117,120,270,6,71,15,4,0,1
72,1,76,176,44,132,203,297,23,65,32,4,0,1
93,31,22,218,172,117,63,948,50,91,5,4,1,1
50,117,22,145,138,86,131,467,100,7,43,4,1,1
50,114,33,186,59,85,143,344,103,104,89,2,0,1
87,3,4,170,193,0,146,778,51,101,90,2,0,1
15,132,39,98,48,102,48,310,51,95,78,2,1,1
28,128,27,145,202,81,200,347,92,79,105,0,1,1
48,63,87,237,92,20,145,364,28,31,43,0,0,1
78,87,37,92,180,98,130,823,66,51,87,2,0,1
72,11,67,261,160,126,98,516,39,49,10,0,0,1
100,11,50,279,81,81,180,278,46,94,105,2,0,1
79,0,58,100,131,51,145,299,47,52,78,2,0,1
93,146,67,81,71,133,216,65,106,53,91,2,0,1
45,177,55,238,179,41,112,823,64,24,87,2,1,1
55,32,72,218,196,79,141,703,2,65,111,2,1,1
15,3,63,124,194,51,165,895,91,1,58,4,0,1
22,138,87,288,81,133,217,981,83,17,97,4,0,1
87,132,45,218,93,54,235,30,69,94,26,2,1,1
68,132,13,238,211,100,228,732,94,55,20,2,1,1
58,85,3,230,81,102,79,524,106,34,88,2,0,1
72,3,56,64,175,44,101,912,103,61,45,4,0,1
68,36,50,114,32,91,41,965,57,80,55,4,0,1
58,11,56,28,181,86,10,229,79,93,100,0,0,1
50,0,80,97,146,85,193,156,46,58,68,0,0,1
53,18,61,91,131,72,143,222,101,55,88,2,0,1
47,174,48,302,59,104,240,712,6,42,34,5,0,1
48,86,71,148,77,57,223,801,60,27,15,4,1,1
32,103,33,148,25,100,272,680,93,65,20,2,0,1
8,173,34,67,83,107,216,341,86,51,5,4,0,1
42,50,40,228,77,102,27,613,55,1,78,2,1,1
72,0,11,288,217,133,197,170,10,58,27,4,0,1
100,124,63,100,202,98,90,150,62,17,111,2,1,1
98,183,50,142,185,122,57,307,6,109,63,3,0,1
84,113,18,148,71,100,262,845,14,61,105,1,0,1
3,1,3,58,142,107,157,541,58,100,39,0,0,1
3,3,88,304,217,79,70,869,64,109,97,4,0,1
79,179,25,100,74,79,191,361,11,93,90,2,1,1
48,137,21,108,191,66,164,770,52,42,103,2,0,1
105,2,69,232,1,84,160,575,19,85,88,2,1,1
22,11,85,98,71,37,240,924,29,31,87,4,0,1
45,177,26,100,10,29,146,66,23,3,5,0,1,1
32,98,86,122,93,79,15,618,14,92,5,4,0,1
22,11,3,159,214,25,271,364,66,60,63,4,0,1
68,51,50,97,25,25,180,332,64,52,105,0,0,1
32,146,56,218,7,110,242,636,81,83,89,2,0,1
39,126,13,141,189,67,62,981,94,17,27,3,0,1
58,185,56,6,7,65,83,694,2,53,5,4,0,1
15,138,88,279,44,67,115,699,40,52,3,2,0,1
88,15,67,148,156,78,217,748,103,7,42,0,0,1
15,18,3,70,71,33,89,93,26,51,55,4,0,1
58,45,44,98,214,102,211,981,104,49,63,2,0,1
21,104,0,100,56,102,41,150,29,1,78,2,1,1
49,87,63,279,59,67,225,138,78,52,88,2,0,1
72,11,11,288,81,71,213,458,106,19,36,3,0,1
48,125,57,177,82,33,85,34,60,52,5,4,0,1
14,146,83,29,138,67,95,217,91,52,59,2,0,1
3,98,33,238,194,117,37,204,100,110,87,4,0,1
58,146,86,238,82,107,41,364,70,78,40,3,0,1
78,125,61,169,171,106,114,460,96,1,90,2,0,1
21,45,1,98,85,117,3,474,39,65,78,2,0,1
78,92,61,148,81,107,130,524,57,60,58,2,0,1
36,86,88,100,55,33,3,696,60,4,25,3,0,1
48,156,56,6,214,66,84,916,44,52,82,4,0,1
46,0,55,304,55,110,121,151,30,83,54,4,0,1
93,103,65,193,180,99,155,492,52,42,91,2,0,1
55,15,84,84,81,20,18,748,65,53,88,4,0,1
78,137,21,218,90,112,104,809,100,4,8,0,1,1
93,98,44,12,191,25,7,290,30,52,100,4,0,1
88,87,70,148,24,86,132,611,52,78,87,2,1,1
58,70,11,4,189,126,125,676,21,83,82,0,0,1
42,92,47,95,194,3,190,806,14,100,90,4,0,1
72,137,26,70,86,20,190,916,103,69,82,4,0,1
22,98,67,268,156,21,268,787,52,16,87,4,0,1
83,114,21,243,71,3,38,588,40,65,103,2,0,1
14,46,33,243,82,103,233,270,104,52,78,2,0,1
72,146,71,288,71,102,160,270,83,53,81,2,0,1
68,146,11,98,185,66,193,364,14,53,96,4,0,1
32,177,61,46,32,58,101,758,48,1,87,2,0,1
28,103,58,210,172,57,152,141,29,58,5,4,1,1
49,125,26,133,82,33,271,724,78,109,0,4,0,1
69,103,13,29,214,107,139,474,101,94,81,2,0,1
54,70,71,238,44,19,134,163,23,44,97,2,0,1
28,146,3,270,7,103,41,150,70,101,78,2,0,1
39,3,2,247,158,118,155,624,104,9,6,3,0,1
72,60,69,155,92,120,152,836,99,100,42,2,0,1
68,60,30,97,214,66,68,123,72,65,42,4,0,1
77,45,1,91,59,25,240,234,98,98,81,0,0,1
21,146,57,140,171,97,12,468,3,1,3,2,0,1
42,125,50,288,93,110,63,778,52,65,49,0,0,1
81,63,14,143,93,51,115,66,96,17,111,1,0,1
21,11,87,140,44,109,85,222,14,91,22,4,0,1
58,114,58,288,7,68,14,410,104,104,55,2,0,1
50,94,39,288,138,68,71,40,29,60,20,1,1,1
62,98,69,171,192,12,101,840,53,42,90,1,0,1
61,92,83,277,131,59,73,508,66,31,50,2,0,1
54,11,56,232,193,133,246,376,106,60,82,4,0,1
32,45,21,238,185,72,129,261,66,53,97,2,0,1
99,20,21,279,7,59,98,900,104,79,39,0,0,1
68,63,71,248,85,94,116,535,57,83,78,2,0,1
50,92,13,219,52,67,232,40,97,95,87,4,0,1
29,114,85,210,150,102,265,832,57,55,15,2,1,1
41,60,50,308,82,58,175,17,83,65,78,4,0,1
28,15,33,77,7,44,238,468,30,71,91,0,0,1
94,181,17,232,113,19,245,769,95,27,50,4,1,1
105,63,43,230,73,100,34,583,46,79,96,4,1,1
58,119,45,238,58,68,87,167,100,95,103,2,1,1
88,60,47,276,71,104,170,88,99,52,22,2,0,1
98,114,71,97,214,50,115,869,28,22,102,0,0,1
98,92,29,288,156,109,98,970,64,71,97,4,0,1
34,177,35,237,30,19,209,548,64,98,97,4,1,1
61,51,57,148,81,59,213,521,10,42,36,0,0,1
56,118,80,49,164,117,262,218,10,79,54,4,1,1
39,137,10,97,93,100,275,261,26,42,55,4,0,1
22,37,84,118,180,33,68,717,83,60,43,0,0,1
39,137,10,97,93,100,275,261,26,42,55,4,0,1
69,113,48,33,193,97,154,778,78,83,0,2,0,1
78,92,61,148,81,107,130,524,57,60,58,2,0,1
100,12,39,98,169,19,61,268,4,73,78,2,1,1
62,92,87,98,82,20,165,307,4,91,58,4,0,1
15,45,80,237,146,81,99,204,52,79,15,2,0,1
98,181,8,301,175,61,108,411,83,83,3,2,0,1
28,92,50,297,156,71,246,203,53,22,90,4,0,1
100,179,52,73,211,54,102,344,86,34,63,0,1,1
98,170,69,63,158,3,92,721,14,39,26,0,0,1
77,51,56,304,146,3,179,163,13,1,10,4,0,1
79,50,70,238,98,50,226,305,100,50,76,4,1,1
96,125,26,279,193,79,32,123,15,52,15,2,0,1
34,50,80,93,99,37,273,716,33,31,105,2,1,1
77,92,61,288,145,54,18,30,59,93,90,4,0,1
105,171,64,100,181,41,8,590,7,64,15,2,1,1
22,171,71,232,192,37,97,960,4,1,89,1,1,1
48,2,20,232,176,102,188,361,35,98,81,2,1,1
42,12,36,218,211,81,162,459,94,51,5,2,1,1
34,120,38,84,176,107,27,759,83,22,90,2,1,1
50,113,56,156,68,78,101,924,46,104,87,2,0,1
42,170,81,247,193,25,1,376,97,19,27,0,0,1
100,138,67,225,81,50,177,823,16,27,89,4,0,1
3,92,11,159,158,65,162,747,13,22,63,2,0,1
22,138,87,288,81,133,217,981,83,17,97,4,0,1
48,132,84,122,71,25,173,74,106,1,103,2,0,1
54,98,84,141,82,126,138,770,86,93,54,0,0,1
22,11,3,159,214,25,271,364,66,60,63,4,0,1
49,11,30,298,71,118,232,149,92,58,58,2,0,1
41,138,21,67,180,45,107,320,11,91,78,4,0,1
22,138,68,280,48,48,83,741,48,80,89,4,0,1
15,138,69,230,158,100,25,622,91,65,70,4,0,1
34,31,10,238,145,95,167,150,6,75,54,0,1,1
93,45,26,32,92,44,151,644,52,52,82,0,0,1
12,34,56,73,23,66,174,778,58,17,103,4,0,1
100,0,69,100,160,34,18,694,57,34,81,2,0,1
55,60,43,70,189,29,34,163,17,9,49,2,0,1
93,3,11,252,214,99,174,636,10,109,55,4,0,1
79,44,27,230,84,3,44,411,78,7,81,2,1,1
42,15,80,279,185,66,243,270,29,9,111,2,0,1
48,113,35,272,48,7,51,839,91,91,32,2,0,1
88,15,61,232,85,51,115,801,106,78,55,4,0,1
72,146,57,125,193,48,144,485,82,1,5,0,0,1
54,181,13,145,84,103,131,66,4,94,5,4,1,1
62,111,87,93,90,68,209,741,59,80,10,4,1,1
88,114,55,218,81,37,94,666,11,93,40,0,0,1
41,138,63,44,92,117,126,708,14,9,55,4,0,1
28,70,3,230,171,86,201,655,2,97,49,0,1,1
22,29,69,49,110,84,238,474,3,93,3,2,0,1
54,181,51,178,194,65,165,492,58,52,91,2,0,1
76,156,61,98,80,95,33,241,70,94,20,2,1,1
68,156,11,169,81,79,2,823,99,107,0,4,0,1
49,183,86,143,81,109,130,71,78,52,50,4,0,1
22,70,33,281,82,81,179,589,99,52,1,4,0,1
41,87,10,98,202,0,228,504,86,61,50,2,1,1
34,152,38,232,211,86,272,18,64,65,88,2,1,1
50,87,26,290,214,100,168,35,99,101,11,4,0,1
14,138,71,81,113,110,115,175,64,83,58,2,0,1
28,92,50,279,25,37,157,115,58,55,76,4,0,1
45,138,56,252,93,133,192,770,96,73,89,4,0,1
