46,0,3,0,0,3,3,3,3,2,3,6001,4634,5758,8900,5245,11844,3583,3696,3392,1933,4284,3039,1,1
33,1,6,1,33,1,1,1,1,1,1,5294,3881,12368,10436,11363,13153,1199,2055,4358,2637,4514,4524,1,1
57,1,3,1,30,5,3,3,3,2,2,9398,8037,13716,8900,8764,8540,3099,5401,3392,3229,3123,3039,1,1
24,0,6,1,12,9,9,9,1,1,1,13216,428,13991,12051,10839,84,1650,1301,2801,1996,4667,540,0,1
24,1,5,1,32,9,9,1,1,1,1,1679,10067,5746,10759,3660,12152,3583,1174,2801,3797,2477,2488,1,1
55,1,6,1,50,3,3,2,2,3,3,13062,8493,8332,3759,3727,8540,3583,3519,3392,1762,3123,5113,1,1
60,1,3,1,12,5,2,2,2,2,2,9398,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,1,1
55,0,6,0,35,1,1,1,1,1,1,6381,10192,3531,548,11456,8540,4757,226,2801,3010,3123,3039,1,1
6,1,3,0,24,10,9,9,1,1,1,14622,11516,6904,3263,8042,9354,5862,3519,619,2348,2669,5308,1,1
45,0,3,0,6,1,1,1,1,2,2,200,10916,14644,8900,8764,8540,3037,6051,3392,3229,3123,3039,1,1
24,1,3,1,33,5,2,2,2,3,3,4213,14991,12760,40,11563,7387,5881,5007,3204,2329,4163,448,1,1
11,0,5,1,31,3,3,9,3,3,3,7863,6518,1272,1269,3566,6862,2518,3519,508,1338,2520,3039,1,1
62,1,3,0,11,1,1,1,1,1,1,10052,5196,4910,2067,5588,684,2934,2468,3676,1574,2050,5196,1,1
33,1,6,3,45,1,1,1,1,1,8,4108,2470,5165,1570,4991,5885,1074,1215,4148,4479,3123,4208,1,1
9,1,5,0,18,1,1,1,3,3,3,5871,283,5351,9450,11114,6267,2805,1724,4932,2134,3123,3039,1,1
39,1,6,0,14,1,1,1,1,1,1,8293,276,11574,10047,4396,1390,2421,603,1621,192,2564,2488,1,1
60,1,5,0,12,3,9,3,3,3,3,11642,5983,749,9702,4681,2357,3583,275,3696,1729,893,644,0,1
52,1,6,0,51,10,9,9,8,1,1,15054,626,7975,12456,9322,3858,3583,0,3392,3390,1912,995,0,1
33,0,3,1,0,5,9,9,8,8,8,3247,2923,4918,1576,9009,9444,3583,2053,1122,1053,2490,4400,1,1
0,1,5,3,25,1,1,1,1,1,1,10266,4118,1577,2719,3432,5695,3599,689,2743,4141,1568,396,1,1
20,1,3,1,12,1,1,1,1,1,8,1514,3842,10597,2957,14673,1679,5242,4967,873,2637,3123,780,1,1
32,1,5,1,44,3,3,3,3,1,1,10072,8235,10897,250,1196,10369,3166,4234,5332,3878,816,1317,1,1
32,0,2,1,14,1,1,1,3,3,3,4538,14234,9086,2827,3309,8662,2920,3519,1121,1246,3168,3039,1,1
9,1,5,1,12,9,1,1,1,1,1,6285,6300,4750,14251,12559,9263,3480,1981,279,1401,1324,2084,0,1
0,0,6,1,30,5,3,1,1,1,1,15274,6542,14977,3474,2446,1125,2524,3112,619,4314,4035,4022,1,1
77,1,3,0,51,3,3,2,8,3,3,11516,9293,9086,3797,3727,3591,3583,3519,1475,1402,1326,1317,1,1
24,0,5,1,25,1,1,9,8,8,8,183,2886,10369,5025,8221,8540,2449,2879,3392,2637,1008,3039,1,1
33,0,3,1,44,9,1,1,1,1,8,7504,3668,14519,2056,2580,2821,3496,625,2801,4398,3123,874,1,1
24,0,3,1,8,1,1,1,1,3,3,9272,4641,4095,11853,2791,8540,1199,2403,4908,2195,3123,3039,1,1
9,0,3,0,25,2,2,2,2,2,2,9398,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,1,1
52,1,5,0,46,5,9,1,1,8,1,2781,4067,2371,13572,8468,4374,3583,4795,3501,3229,3740,2280,0,1
33,0,3,1,32,3,9,3,3,3,1,2700,10937,7516,8900,5548,6978,3583,2905,3392,2035,3123,3039,1,1
67,0,5,1,31,3,3,3,1,1,3,1670,1759,1044,12598,13900,451,699,409,3392,3229,804,390,1,1
33,1,5,0,46,1,1,1,2,2,2,525,15215,9086,8900,8764,8540,2920,3519,3392,3229,3123,3039,1,1
78,0,5,0,46,9,9,9,8,1,1,4135,1719,10701,10629,8320,2388,5653,3630,2822,4963,1586,2069,0,1
63,1,3,1,27,3,3,3,1,3,3,9425,2527,11016,8105,11404,12704,1744,638,1189,5176,3766,3118,1,1
28,1,3,1,29,1,1,1,1,1,1,6990,2802,11835,2822,96,11115,4656,4591,2344,1968,2118,995,1,1
38,0,3,0,14,3,3,3,3,3,3,350,11970,6173,11248,8764,6963,3461,3499,778,3229,2558,3039,1,1
24,1,5,1,23,3,9,9,1,1,1,13813,6577,2863,7633,8203,13484,2832,3519,2801,2560,2564,4062,1,1
70,1,3,1,40,3,3,3,3,1,3,12323,6786,9086,5598,6992,7309,2618,3519,2169,2637,2691,813,1,1
24,1,3,1,33,5,7,7,9,8,9,12222,640,1089,10792,13664,5381,6123,5498,3392,4963,3123,995,1,1
69,0,3,0,24,1,1,1,1,1,1,6782,5143,3716,13989,6187,8851,4302,514,753,1749,999,4888,0,1
57,1,3,0,29,5,2,2,2,2,2,9398,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,2369,1,1
67,1,5,0,35,1,1,1,1,1,1,11317,12234,10304,15096,11512,5513,973,2981,4673,3746,4319,145,1,1
0,1,3,0,11,5,2,2,3,3,2,9398,9293,9086,1114,5934,5777,3583,3519,442,3229,3123,3039,1,1
71,1,5,0,29,1,1,1,1,1,1,9755,15458,14272,13643,5619,270,1650,2021,789,4447,4618,5134,1,1
62,1,5,1,19,1,1,1,1,1,1,718,12174,12229,11673,14465,2033,664,1667,619,1137,539,540,1,1
9,1,6,1,18,1,1,1,1,1,1,48,1543,2292,13881,14735,9277,3311,288,3944,3716,4024,3623,1,1
26,1,5,0,26,2,2,2,2,2,2,12018,9825,9694,9685,4900,8540,5939,5275,4344,1808,3123,5331,1,1
52,1,5,1,33,1,1,1,1,1,1,2953,1097,4692,13678,10622,11733,5253,5035,4171,4736,1086,894,1,1
33,1,6,1,26,1,1,2,2,2,2,9992,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,1,1
26,1,3,1,4,1,1,1,1,1,1,1026,12156,230,2941,1079,6494,834,4591,3535,4374,157,1193,1,1
66,1,5,0,6,3,3,2,2,2,2,3840,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,0,1
52,1,3,1,23,3,3,1,1,3,3,9928,1942,2695,63,4693,10376,765,2779,2344,1732,3782,2009,1,1
33,0,5,1,34,1,1,1,1,8,1,7795,1701,14571,7237,298,12643,3606,2876,1983,4831,4069,2488,1,1
33,1,3,1,23,1,1,1,2,2,2,2374,5827,9086,8900,8764,8540,1650,3519,3392,3229,3123,3039,1,1
75,1,3,1,3,2,2,3,1,1,1,12829,7358,10486,7273,3367,10292,5590,4071,127,1876,485,995,1,1
24,1,5,1,36,1,1,1,1,8,1,14743,11091,10783,12123,3614,12648,1074,2779,2105,3229,906,2488,1,1
33,1,5,0,30,1,1,1,1,1,1,6978,8613,8002,12504,10481,1976,2692,2779,3175,1876,2903,80,1,1
60,1,3,1,12,3,3,3,3,3,3,10369,8523,8837,9377,14529,676,1612,2715,619,554,413,1825,1,1
24,1,5,0,27,3,10,9,1,3,9,1252,908,14718,14468,12099,7198,3583,3519,3392,4391,3123,3039,1,1
27,0,6,1,3,2,2,2,2,2,3,14453,1527,1290,9518,11194,6065,2979,3897,2060,5347,4452,4864,1,1
63,0,5,0,41,1,1,1,1,1,1,1894,14491,7212,251,9722,11661,3099,3286,5293,5353,2562,2524,1,1
73,1,3,1,3,3,3,3,3,3,3,5087,12724,10116,14204,9417,7602,5455,1572,203,651,3171,3039,1,1
55,1,6,1,46,3,3,9,1,3,3,3995,4924,1331,6291,12266,489,4211,3519,3392,4458,162,5113,1,1
24,1,3,1,34,5,9,9,8,1,1,7425,10226,2046,13715,12473,406,1199,5362,3392,2133,3686,2488,0,1
24,0,5,1,32,1,1,2,3,3,2,10925,9293,9086,12198,12928,14105,3583,3519,4666,3229,3123,5065,1,1
21,0,3,1,29,1,1,1,1,1,1,10731,5625,7214,4351,8818,7581,2449,2168,2976,1053,1008,995,1,1
26,0,3,0,24,3,3,3,3,3,3,11682,6210,607,12035,14527,1747,3583,3058,4099,277,1175,437,0,1
68,1,3,0,46,1,1,1,1,1,1,3351,3129,14665,8840,8680,8381,3866,2019,2907,3971,3891,3867,1,1
52,0,3,1,3,1,1,1,8,1,1,14942,6532,8556,14879,5351,3802,3457,4535,4832,1053,2477,2069,1,1
55,1,6,0,26,9,1,1,1,1,1,3306,14244,8471,2794,189,2953,2449,3585,1293,554,657,995,0,1
33,1,5,0,30,1,1,1,1,1,1,7344,3628,8804,9583,12838,7170,2832,4934,3130,4394,2929,1045,1,1
27,1,5,1,29,3,3,3,3,3,3,15586,3314,12943,6728,1075,11797,1301,5090,5340,401,4260,2156,1,1
24,1,6,0,22,1,1,9,8,8,8,13489,10181,13109,6417,1830,8661,5399,5035,3392,1351,3123,3661,1,1
67,0,5,0,28,1,1,1,3,3,3,12283,8562,9086,4588,14509,8540,1843,3519,1784,5255,3123,3039,0,1
6,1,3,1,31,1,1,1,1,3,3,127,2655,5244,5310,8323,12919,2583,704,2355,2000,641,159,1,1
18,1,3,1,23,1,1,1,3,1,1,2886,1027,9764,8616,3249,12350,4209,2879,454,3882,539,4022,1,1
62,1,5,0,6,5,9,1,1,1,1,10214,2969,6611,8761,8447,10740,3583,4890,3692,4128,4035,4022,0,1
24,1,1,1,36,1,1,1,1,1,1,4932,3594,15339,3506,9109,241,1650,448,3473,5240,2564,3251,1,1
69,0,3,1,18,1,1,1,1,1,1,10613,905,3308,8458,2348,2158,4791,962,619,2989,1120,4938,1,1
1,0,3,0,35,3,3,3,3,3,1,5191,8805,1423,7111,10471,6317,3420,557,2742,3828,3367,1061,1,1
69,1,5,1,23,1,1,1,1,1,1,13090,14961,11153,2597,119,784,4958,4890,2331,2181,2109,2054,0,1
18,0,5,0,24,1,1,1,1,1,1,2706,2801,3970,13077,2015,6413,1967,3657,3030,2331,2233,3897,0,1
18,1,6,1,14,3,3,3,3,3,3,4637,12013,7821,4994,13564,8553,10,1993,2895,1910,2357,2772,1,1
32,0,5,1,28,1,1,1,1,1,1,8608,14458,11955,4995,343,11010,2832,5176,2735,2906,804,1101,0,1
24,1,3,1,23,5,9,9,8,1,1,10308,13487,8626,6968,14000,8265,5106,2879,2410,5131,5256,3039,1,1
20,1,6,1,32,5,9,9,9,8,8,13261,7749,4004,3215,1097,12759,3583,5600,3392,3229,1864,4887,1,1
39,0,3,1,12,3,1,1,1,1,1,9447,13625,12779,1090,1478,548,2413,4591,4538,4128,4035,1385,0,1
20,0,5,0,3,7,10,9,8,8,8,9340,15317,14078,9888,1062,6835,3583,3519,1122,3229,3686,3039,0,1
15,0,5,1,30,3,3,3,3,1,1,10247,4995,4597,9498,3932,7529,5372,1113,1342,370,3875,1430,1,1
52,0,6,0,40,1,1,1,1,1,1,1312,8044,9616,11794,2171,7328,917,1470,882,2637,2750,954,1,1
24,1,5,1,23,1,1,1,1,1,1,4723,9383,8167,10924,10791,10433,4656,2252,842,3653,4192,5146,1,1
51,1,1,0,6,1,1,1,1,1,1,7134,6740,9384,12150,11896,8540,853,4296,3392,3229,3123,3039,1,1
57,0,6,1,28,3,3,3,3,3,3,4548,4555,4475,4319,4272,4139,1783,1732,1672,1585,1504,1503,0,1
0,1,3,1,34,3,3,3,3,3,3,3219,7763,5528,1610,7087,4801,3006,2135,2971,2621,1732,683,1,1
6,0,5,0,22,1,1,1,1,1,1,1342,12908,1335,5292,6168,11656,3654,4726,4538,2437,863,3121,1,1
55,0,3,0,22,1,1,1,1,1,1,4028,10024,5361,2996,6209,6006,5106,5035,5108,2637,2564,4071,0,1
71,1,5,0,4,1,1,1,1,1,1,6738,1181,13141,7899,9393,8884,4210,3590,527,4548,4582,3121,0,1
55,0,6,0,22,1,1,1,1,1,1,15623,9143,1387,6268,6660,5650,5355,3514,2543,1836,20,3706,1,1
22,1,5,1,8,1,1,1,1,1,3,6979,5284,774,5747,8863,11252,2647,3110,4412,3935,2170,3232,1,1
20,0,6,0,5,1,1,1,3,3,3,7453,2052,9147,14858,6114,8540,2505,2323,5017,2217,3123,3039,1,1
11,1,5,1,31,1,1,1,1,1,1,14241,6687,13547,1265,5897,8315,617,247,5475,5133,3172,918,1,1
25,1,1,0,52,1,1,1,1,1,1,6532,577,6327,3171,8879,13795,935,1170,1726,4638,2860,4078,1,1
66,1,5,0,44,1,1,1,1,3,1,1968,3237,1866,14461,3583,6968,5953,625,619,1348,539,4212,1,1
33,1,5,0,33,1,1,1,1,1,1,3625,3700,12120,9549,4329,1357,2405,766,4151,3638,3658,2153,1,1
45,1,6,1,3,1,1,1,1,1,2,432,6539,5674,13286,8764,8540,2694,2637,2801,3229,3123,3039,1,1
11,1,6,0,4,5,9,9,8,1,1,5049,10740,905,14973,11312,13704,1633,5483,3291,3229,3123,3039,0,1
20,1,5,0,41,1,1,1,1,1,1,12801,666,12888,6548,3554,5065,664,3824,3692,3482,3380,628,1,1
78,0,5,1,33,1,1,1,8,8,8,15031,13708,10495,12197,11065,5083,1199,2396,1014,4963,3123,995,1,1
39,1,6,0,46,1,1,1,1,1,1,14709,3373,14570,13506,12955,13777,923,2725,5397,5139,4986,3170,1,1
60,0,6,0,44,3,3,3,3,3,3,15621,5843,11220,5577,5528,5390,2266,4370,2153,2022,1943,1919,0,1
11,0,3,1,12,1,1,1,1,8,1,14672,1492,14289,5828,1192,10577,908,1174,1262,3229,4514,1113,0,1
52,1,5,1,34,1,1,1,1,1,1,11175,2479,10389,7714,2039,1961,410,2794,98,2788,2717,2069,1,1
66,0,6,1,28,1,1,1,1,1,1,14635,15562,14055,3832,7159,10105,2925,2976,3510,810,4339,4149,1,1
57,0,5,1,22,3,3,3,1,3,3,6961,6931,14919,6618,6530,6410,2675,5887,3392,2422,2330,2263,1,1
32,1,5,1,29,1,1,1,1,1,3,7732,14826,6361,13822,961,3750,5563,2879,4113,5163,1092,4245,0,1
57,1,6,1,18,3,3,1,1,1,8,15291,11640,13226,1156,3897,9066,4523,4090,3392,3394,3123,1840,1,1
71,1,5,1,31,3,3,3,3,3,3,15460,15191,8222,14668,3969,14081,5963,3180,5655,1477,5133,1003,1,1
20,1,6,2,19,1,1,1,1,1,1,8324,15286,12877,8679,14501,9304,2952,5617,4351,1053,1008,995,1,1
0,1,3,0,4,3,3,3,3,3,3,11432,12753,11467,11352,10076,4228,1682,2720,4333,4482,834,245,1,1
61,1,5,0,11,3,9,9,3,3,3,14460,14203,2950,10177,2830,2716,1219,3519,3861,1065,1021,1011,0,1
61,0,3,1,12,1,1,1,1,1,1,7393,119,9762,4892,11018,8540,1290,3341,1638,1053,3123,3039,1,1
20,1,5,0,46,2,2,2,2,2,3,9398,9293,9086,8900,8764,3591,3583,3519,3392,3229,1326,3039,1,1
9,1,5,0,18,3,3,3,3,3,3,11366,25,13394,5392,288,177,5581,1928,1063,4227,128,3479,1,1
6,0,5,1,34,9,9,9,8,8,1,9343,7997,5250,4164,12371,8671,1522,3519,2113,3229,4069,905,1,1
69,0,0,1,31,1,1,3,1,1,3,11551,15137,4769,5681,13787,4271,5252,6026,4427,5168,5071,1780,1,1
26,1,6,0,45,2,2,2,2,2,2,3100,4555,4475,4319,4272,4139,3583,1732,1672,1585,1504,1503,0,1
52,1,6,0,34,9,1,1,1,1,1,6005,3392,4283,590,10905,3836,1530,151,3637,1559,1008,1569,1,1
63,0,3,0,50,3,3,3,3,3,3,6239,12560,14746,4376,13004,13268,3781,1386,2462,4846,4254,2251,1,1
33,1,6,0,45,1,1,3,3,3,3,6684,3245,3909,3797,13973,8540,1650,1527,1475,5071,3123,3039,0,1
18,1,5,0,28,1,1,1,1,1,1,11338,14222,5817,8639,3474,8632,6104,3865,2337,1703,4274,122,1,1
52,1,6,0,11,5,9,1,1,1,1,7540,14011,14677,14216,8549,12585,3583,2403,2344,660,1083,4914,1,1
20,0,6,1,41,9,9,1,1,3,3,7701,14255,1719,14071,13399,4236,3701,5236,4217,4438,236,382,1,1
78,1,6,0,22,1,1,1,1,1,1,4706,14170,12665,13352,9909,7162,5040,1271,236,2351,1622,3366,0,1
1,0,3,0,35,2,2,2,2,2,2,10053,7699,748,6123,10895,12169,2061,5858,3222,3963,4416,3126,1,1
27,0,3,1,18,3,3,3,3,3,3,8923,3739,1594,9571,7134,11188,3833,5382,3648,554,4837,521,1,1
68,1,3,0,26,3,1,3,3,3,3,2369,13639,4193,6176,12958,12076,943,1629,2387,4706,4379,2488,1,1
59,1,5,0,29,1,1,1,8,1,1,5217,7668,10139,13523,8108,11515,3665,3112,3392,3482,4077,3039,1,1
25,1,5,1,31,1,1,1,1,1,1,9197,3139,259,13767,10560,88,4165,5571,5312,1471,4837,4872,1,1
46,1,5,0,35,5,2,2,2,3,3,9398,9293,9086,8900,8859,13920,3583,3519,3392,3267,1245,2012,1,1
57,1,3,0,18,3,3,2,2,3,3,13115,9293,9086,8900,6946,8540,3583,3519,3392,2573,3123,3039,1,1
66,0,3,1,8,1,1,1,1,3,8,4532,5816,12847,7979,6255,9956,1199,228,2801,4540,3123,3039,1,1
20,1,5,1,6,1,1,1,8,1,1,8551,10032,2545,6554,3147,4197,3581,5835,3392,604,1788,2401,1,1
25,0,5,1,31,1,1,1,1,1,1,6356,13781,13105,12584,10488,2210,480,2639,1809,523,1380,2284,1,1
15,1,3,0,44,1,1,1,1,1,1,4715,12812,12330,339,13003,14093,4456,2334,3074,3760,3890,3901,1,1
33,0,6,1,18,3,3,3,2,2,2,6127,12871,6530,3538,3476,3341,2920,3519,3392,3229,3123,3039,0,1
0,1,5,1,33,1,1,1,1,1,1,941,11219,12919,799,4717,9927,664,625,2568,2437,2346,2280,1,1
33,0,6,0,45,1,1,1,1,1,1,11204,8924,13573,12256,706,13571,1199,1003,1545,1053,4189,274,0,1
0,0,3,0,25,2,3,3,2,2,2,3296,7625,3705,14579,4272,4139,5509,1231,3392,5094,1504,943,0,1
21,1,5,0,28,2,2,2,2,2,2,9398,9293,9086,3273,4923,8540,3583,3519,1293,1820,3123,3039,1,1
21,0,6,0,20,5,2,2,2,2,2,9398,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,0,1
61,1,5,0,46,5,9,1,1,8,1,13416,567,13535,5406,11948,12545,3583,5035,2709,3229,2564,2401,0,1
67,1,5,0,23,1,1,1,1,1,1,1127,3694,9724,8961,567,530,362,5475,245,4013,3813,3775,1,1
78,1,3,0,44,1,1,9,1,1,1,3368,7241,14602,8176,6724,343,194,5024,3868,2637,95,3025,1,1
52,0,3,1,8,1,1,2,2,2,3,1240,9293,9086,8900,8764,3420,3583,3519,3392,3229,1261,3039,1,1
14,1,5,1,8,1,1,1,1,1,1,1368,2275,2837,3936,11984,2140,2449,1174,3812,443,1008,866,1,1
77,1,3,1,18,3,3,3,3,1,1,15561,6504,308,6112,10455,13961,6116,3193,5281,685,1083,3325,1,1
61,1,6,0,19,5,9,1,1,1,1,6837,178,12403,13274,3114,7744,3583,1049,4835,226,4212,4196,1,1
55,1,6,3,19,2,2,2,2,2,2,11278,14015,6616,11174,4903,12526,5513,4440,4265,1811,4400,1915,1,1
1,1,3,1,12,1,1,1,1,1,1,1036,10780,15010,10635,6678,1346,3329,2959,3644,554,2109,3325,1,1
14,1,5,1,23,1,1,1,1,1,1,6385,7121,8251,12184,229,5133,5456,2637,1809,4919,539,3039,1,1
57,0,6,1,29,2,2,2,2,3,3,8268,9115,1034,6269,8538,8540,4240,4684,5561,2161,3123,3039,1,1
25,1,5,1,31,3,3,3,3,3,3,3109,8263,2851,5019,11107,2646,3195,1151,1934,4534,3123,3661,1,1
57,1,5,0,46,3,3,3,3,3,3,15251,9293,3909,3797,3727,3591,3583,1527,1475,1402,1326,1317,1,1
55,0,5,0,29,5,9,1,1,9,8,13295,1946,5367,11848,10465,2502,3583,4296,2344,3229,385,3039,0,1
78,0,5,0,8,5,9,9,8,8,8,1858,8966,2238,1729,1540,1727,2449,1174,3392,2195,1008,2069,1,1
69,0,3,1,3,5,2,3,3,2,2,9398,9293,14691,8900,8764,8540,3583,5796,3392,3229,3123,3039,1,1
1,0,3,0,31,3,3,3,2,2,2,4157,14461,9086,8900,8764,8540,5653,3519,3392,3229,3123,3039,1,1
52,0,6,0,40,9,10,9,8,8,1,10110,13655,12544,3155,11259,12668,5510,5024,4388,3229,385,4062,0,1
33,1,5,0,27,1,1,1,1,1,1,15334,4542,11960,2020,13228,5640,1074,2779,55,4596,4514,4524,1,1
40,0,3,1,30,3,9,3,3,2,2,743,8254,7518,8900,8764,8540,3583,5452,3392,3229,3123,3039,0,1
21,1,3,1,8,1,1,1,8,1,1,9709,11558,6761,9960,12443,1837,1276,5410,3392,95,1008,1266,1,1
39,1,5,0,19,3,3,3,3,1,1,12798,9293,9530,15032,12162,527,3583,3679,5790,3229,3123,984,1,1
26,1,6,1,3,2,2,3,3,3,3,6939,9293,11566,2396,9325,10410,3583,4540,962,4845,2335,2979,1,1
63,0,5,1,52,2,2,2,2,2,3,13916,5491,10686,11819,12717,2974,5900,5563,1365,4149,1117,2969,1,1
0,1,3,3,31,2,2,2,2,2,2,8895,2193,212,2386,521,6267,5493,5617,3392,3907,3123,5154,1,1
55,1,3,1,33,1,1,1,1,8,1,12060,12631,8417,9988,3447,13051,2102,1044,521,3229,2564,90,1,1
24,0,3,1,23,1,1,1,1,1,1,9494,2044,2523,3395,9777,5387,1074,1044,5108,302,2564,3661,0,1
32,1,3,1,36,5,10,9,8,8,8,12276,8953,8536,5603,5817,8485,3583,3519,2801,3229,2564,3039,1,1
33,0,5,0,23,1,1,1,1,1,1,505,6891,7613,7984,454,10859,324,5339,2210,2637,2564,2488,0,1
24,1,3,1,32,1,1,1,1,1,1,6458,11030,12352,5383,4847,1852,1199,2779,1122,2637,2564,2488,1,1
11,1,5,0,44,1,1,1,1,1,1,9453,12112,7034,2217,13736,4485,6048,2440,4766,2598,3192,3370,1,1
55,0,5,1,34,5,9,9,1,1,8,1285,9887,8699,7614,10764,5109,1199,3519,1122,2637,3123,4524,0,1
52,1,5,1,4,3,9,9,8,8,8,2259,12856,5581,5488,5994,2512,2200,3519,1545,3229,1008,3039,0,1
57,1,3,1,12,3,3,3,3,3,3,12661,13735,1623,2177,6879,7796,5384,5823,559,2546,2861,3505,1,1
1,0,5,1,12,1,1,1,1,1,1,181,7773,13124,12170,5128,9713,812,3922,2105,3288,2899,422,1,1
55,1,5,0,27,5,9,9,1,1,1,14153,8325,2968,3031,4469,2866,1074,3519,4123,3229,4827,2488,1,1
26,1,3,0,41,2,2,2,2,2,2,13759,9293,9086,8900,8764,8540,3583,3519,3392,3229,3123,3039,1,1
33,0,5,1,12,1,1,1,1,1,1,3089,3118,14386,3805,11397,14487,2832,2779,2801,2637,2477,3661,1,1
27,1,5,0,51,1,1,1,1,1,1,7066,5392,12576,4207,13623,7605,2832,1174,2801,2195,1380,995,1,1
14,1,5,0,40,9,9,9,8,8,8,14606,15380,5569,9506,4695,1895,1967,5571,98,2525,3123,938,1,1
61,1,5,0,39,9,9,1,1,1,1,4975,1065,1518,2936,4345,8715,3583,2053,1636,2195,1380,995,0,1
54,0,5,1,0,1,1,1,1,1,1,7650,7553,9844,1087,12825,7935,3998,4402,4688,3294,2344,3121,0,1
25,0,3,0,46,5,3,3,2,2,2,9398,7625,9086,8900,8764,8540,2943,3519,3392,3229,3123,3039,1,1
63,0,5,1,34,1,1,2,2,3,8,8483,42,41,40,1542,11430,3583,3519,3392,2234,3123,2503,1,1
11,1,5,1,23,1,1,1,1,1,1,7083,13586,1745,603,4356,4561,245,2403,2331,2856,2109,3239,0,1
20,1,5,0,33,1,1,1,1,1,2,12615,6811,10052,13427,8764,8540,2100,1173,593,3229,3123,3039,1,1
24,1,6,0,24,5,9,9,8,8,8,12269,2140,1030,236,10152,12032,1199,2055,1587,3229,11,1510,0,1
